############################ Log - Start ############################
# Log initialized at: 06/10/14 14:54:17
# motor device
Time	motor/omsvme58_exp/39	Timestamp	Datetime
3.340	0.000	1402404860.57	06/10/14 14:54:20
3.605	1.000	1402404860.83	06/10/14 14:54:20
3.955	2.000	1402404861.18	06/10/14 14:54:21
4.305	3.000	1402404861.53	06/10/14 14:54:21
4.656	4.000	1402404861.88	06/10/14 14:54:21
5.011	5.000	1402404862.24	06/10/14 14:54:22
5.361	6.000	1402404862.59	06/10/14 14:54:22
5.710	7.000	1402404862.94	06/10/14 14:54:22
6.062	8.000	1402404863.29	06/10/14 14:54:23
6.412	9.000	1402404863.64	06/10/14 14:54:23
6.762	10.000	1402404863.99	06/10/14 14:54:23
