############################ Log - Start ############################
# Log initialized at: 06/06/14 17:06:55
# motor device
Time	motor/omsvme58_exp/39	Timestamp	Datetime
3.357	0.000	1402067218.64	06/06/14 17:06:58
3.712	1.000	1402067219.0	06/06/14 17:06:58
4.065	2.000	1402067219.35	06/06/14 17:06:59
4.417	3.000	1402067219.7	06/06/14 17:06:59
4.773	4.000	1402067220.06	06/06/14 17:07:00
5.137	5.000	1402067220.42	06/06/14 17:07:00
5.491	6.000	1402067220.78	06/06/14 17:07:00
5.845	7.000	1402067221.13	06/06/14 17:07:01
6.199	8.000	1402067221.49	06/06/14 17:07:01
6.553	9.000	1402067221.84	06/06/14 17:07:01
6.907	10.000	1402067222.19	06/06/14 17:07:02
7.271	11.000	1402067222.56	06/06/14 17:07:02
7.624	12.000	1402067222.91	06/06/14 17:07:02
7.990	13.000	1402067223.27	06/06/14 17:07:03
8.343	14.000	1402067223.63	06/06/14 17:07:03
8.708	15.000	1402067223.97	06/06/14 17:07:03

# Log finished at: 06/06/14 17:07:04
############################# Log - End #############################
