############################ Log - Start ############################
# Log initialized at: 06/10/14 16:30:24
# motor device
Time	motor/omsvme58_exp/39	Timestamp	Datetime
3.352	0.000	1402410628.31	06/10/14 16:30:28
3.702	1.000	1402410628.66	06/10/14 16:30:28
4.051	2.000	1402410629.01	06/10/14 16:30:29
4.402	3.000	1402410629.36	06/10/14 16:30:29
4.751	4.000	1402410629.71	06/10/14 16:30:29
5.101	5.000	1402410630.06	06/10/14 16:30:30
5.450	6.000	1402410630.41	06/10/14 16:30:30
5.800	7.000	1402410630.76	06/10/14 16:30:30
6.149	8.000	1402410631.11	06/10/14 16:30:31
6.499	9.000	1402410631.46	06/10/14 16:30:31
6.850	10.000	1402410631.81	06/10/14 16:30:31
7.200	11.000	1402410632.16	06/10/14 16:30:32
7.551	12.000	1402410632.51	06/10/14 16:30:32
7.901	13.000	1402410632.86	06/10/14 16:30:32
8.250	14.000	1402410633.21	06/10/14 16:30:33
8.602	15.000	1402410633.55	06/10/14 16:30:33

# Log finished at: 06/10/14 16:30:33
############################# Log - End #############################
