############################ Log - Start ############################
# Log initialized at: 06/11/14 10:14:15
# motor device
Time	motor/omsvme58_exp/39	Timestamp	Datetime
3.335	0.000	1402474458.76	06/11/14 10:14:18
3.685	1.000	1402474459.11	06/11/14 10:14:19
4.035	2.000	1402474459.46	06/11/14 10:14:19
4.386	3.000	1402474459.81	06/11/14 10:14:19
4.738	4.000	1402474460.16	06/11/14 10:14:20
5.087	5.000	1402474460.51	06/11/14 10:14:20
5.439	6.000	1402474460.86	06/11/14 10:14:20
5.791	7.000	1402474461.2	06/11/14 10:14:21
6.158	8.000	1402474461.58	06/11/14 10:14:21
6.509	9.000	1402474461.93	06/11/14 10:14:21
6.859	10.000	1402474462.28	06/11/14 10:14:22
7.211	11.000	1402474462.63	06/11/14 10:14:22
7.564	12.000	1402474462.99	06/11/14 10:14:22
7.913	13.000	1402474463.34	06/11/14 10:14:23
8.264	14.000	1402474463.69	06/11/14 10:14:23
8.615	15.000	1402474464.02	06/11/14 10:14:24

# Log finished at: 06/11/14 10:14:24
############################# Log - End #############################
