############################ Log - Start ############################
# Log initialized at: 06/12/14 15:51:25
# motor device
Time	motor/omsvme58_exp/39	Timestamp	Datetime
3.358	0.000	1402581089.09	06/12/14 15:51:29
3.718	1.000	1402581089.45	06/12/14 15:51:29
4.079	2.000	1402581089.81	06/12/14 15:51:29
4.438	3.000	1402581090.17	06/12/14 15:51:30
4.796	4.000	1402581090.51	06/12/14 15:51:30
5.156	5.000	1402581090.88	06/12/14 15:51:30
5.512	6.000	1402581091.24	06/12/14 15:51:31
5.868	7.000	1402581091.6	06/12/14 15:51:31
6.224	8.000	1402581091.95	06/12/14 15:51:31
6.581	9.000	1402581092.3	06/12/14 15:51:32
6.939	10.000	1402581092.67	06/12/14 15:51:32
7.295	11.000	1402581093.01	06/12/14 15:51:33
7.652	12.000	1402581093.38	06/12/14 15:51:33
8.010	13.000	1402581093.74	06/12/14 15:51:33
8.369	14.000	1402581094.1	06/12/14 15:51:34
8.728	15.000	1402581094.43	06/12/14 15:51:34

# Log finished at: 06/12/14 15:51:34
############################# Log - End #############################
