############################ Log - Start ############################
# Log initialized at: 06/10/14 16:32:43
# motor device
Time	motor/omsvme58_exp/39	Timestamp	Datetime
3.351	0.000	1402410766.93	06/10/14 16:32:46
3.702	1.000	1402410767.28	06/10/14 16:32:47
4.054	2.000	1402410767.63	06/10/14 16:32:47
4.402	3.000	1402410767.98	06/10/14 16:32:47
4.755	4.000	1402410768.33	06/10/14 16:32:48
5.108	5.000	1402410768.69	06/10/14 16:32:48
5.462	6.000	1402410769.04	06/10/14 16:32:49
5.815	7.000	1402410769.4	06/10/14 16:32:49
6.171	8.000	1402410769.75	06/10/14 16:32:49
6.525	9.000	1402410770.1	06/10/14 16:32:50
6.874	10.000	1402410770.45	06/10/14 16:32:50
7.222	11.000	1402410770.8	06/10/14 16:32:50
7.572	12.000	1402410771.15	06/10/14 16:32:51
7.921	13.000	1402410771.5	06/10/14 16:32:51
8.270	14.000	1402410771.85	06/10/14 16:32:51
8.620	15.000	1402410772.18	06/10/14 16:32:52

# Log finished at: 06/10/14 16:32:52
############################# Log - End #############################
