############################ Log - Start ############################
# Log initialized at: 06/11/14 15:41:26
# motor device
Time	motor/omsvme58_exp/39	Timestamp	Datetime
1.286	0.000	1402494087.42	06/11/14 15:41:27
2.648	1.000	1402494088.78	06/11/14 15:41:28
3.999	2.000	1402494090.13	06/11/14 15:41:30
5.351	3.000	1402494091.48	06/11/14 15:41:31
6.703	4.000	1402494092.84	06/11/14 15:41:32
8.055	5.000	1402494094.19	06/11/14 15:41:34
9.414	6.000	1402494095.55	06/11/14 15:41:35
10.766	7.000	1402494096.9	06/11/14 15:41:36
12.127	8.000	1402494098.26	06/11/14 15:41:38
13.476	9.000	1402494099.59	06/11/14 15:41:39
14.836	10.000	1402494100.97	06/11/14 15:41:40
16.196	11.000	1402494102.33	06/11/14 15:41:42
17.548	12.000	1402494103.68	06/11/14 15:41:43
18.901	13.000	1402494105.03	06/11/14 15:41:45
20.266	14.000	1402494106.4	06/11/14 15:41:46
21.617	15.000	1402494107.71	06/11/14 15:41:47

# Log finished at: 06/11/14 15:41:47
############################# Log - End #############################
