############################ Log - Start ############################
# Log initialized at: 09/02/14 11:35:09
# Temperature device: tango://haspp02oh1:10000/p02/eurotherm/exp.01
# Error threshold: 2.000
Time	Real temperature	Average temperature	Setpoint temperature	Timestamp	Datetime
0.000	26.300	26.300	25.900	1409650509.97	09/02/14 11:35:09
1.124	26.300	26.300	35.000	1409650511.03	09/02/14 11:35:11
2.186	26.200	26.267	35.000	1409650512.11	09/02/14 11:35:12
3.268	26.700	26.360	35.000	1409650513.15	09/02/14 11:35:13
4.308	28.000	26.729	35.000	1409650514.2	09/02/14 11:35:14
5.364	30.000	27.344	35.000	1409650515.24	09/02/14 11:35:15
6.400	30.700	27.680	35.000	1409650516.35	09/02/14 11:35:16
7.508	32.300	28.375	35.000	1409650517.38	09/02/14 11:35:17
8.544	33.700	29.093	35.000	1409650518.42	09/02/14 11:35:18
9.586	34.000	29.420	35.000	1409650519.49	09/02/14 11:35:19
10.650	34.200	29.982	35.000	1409650520.52	09/02/14 11:35:20
11.686	34.300	30.222	35.000	1409650521.62	09/02/14 11:35:21
12.782	34.100	30.615	35.000	1409650522.69	09/02/14 11:35:22
13.854	33.900	30.923	35.000	1409650523.73	09/02/14 11:35:23
14.890	33.600	31.154	35.000	1409650524.79	09/02/14 11:35:24
15.948	33.800	31.346	35.000	1409650525.85	09/02/14 11:35:25
17.012	34.100	31.448	35.000	1409650526.91	09/02/14 11:35:26
18.076	34.100	31.634	35.000	1409650527.95	09/02/14 11:35:27
19.112	34.000	31.713	35.000	1409650529.04	09/02/14 11:35:29
20.204	33.900	31.853	35.000	1409650530.09	09/02/14 11:35:30
21.248	34.500	31.997	35.000	1409650531.12	09/02/14 11:35:31
22.284	34.700	32.074	35.000	1409650532.21	09/02/14 11:35:32
23.370	34.800	32.222	35.000	1409650533.24	09/02/14 11:35:33
24.406	34.500	32.344	35.000	1409650534.29	09/02/14 11:35:34
25.450	34.500	32.444	35.000	1409650535.32	09/02/14 11:35:35
26.486	34.700	32.498	35.000	1409650536.38	09/02/14 11:35:36
27.542	35.100	32.616	35.000	1409650537.43	09/02/14 11:35:37
28.595	35.000	32.722	35.000	1409650538.47	09/02/14 11:35:38
29.631	34.900	32.768	35.000	1409650539.57	09/02/14 11:35:39
30.731	34.400	32.841	35.000	1409650540.63	09/02/14 11:35:40
31.791	34.000	32.890	35.000	1409650541.66	09/02/14 11:35:41
32.827	34.100	32.913	35.000	1409650542.78	09/02/14 11:35:42
33.947	34.800	32.978	35.000	1409650543.86	09/02/14 11:35:43
35.023	34.900	33.046	35.000	1409650544.9	09/02/14 11:35:44
36.067	35.400	33.121	35.000	1409650545.95	09/02/14 11:35:45
37.109	35.700	33.164	35.000	1409650547.02	09/02/14 11:35:47
38.181	36.200	33.378	35.000	1409650548.08	09/02/14 11:35:48
39.243	35.800	33.702	35.000	1409650549.12	09/02/14 11:35:49
40.279	35.600	33.857	35.000	1409650550.21	09/02/14 11:35:50
41.369	35.200	34.133	35.000	1409650551.24	09/02/14 11:35:51
42.405	34.600	34.340	35.000	1409650552.3	09/02/14 11:35:52
43.459	34.400	34.413	35.000	1409650553.35	09/02/14 11:35:53
44.509	34.200	34.517	35.000	1409650554.38	09/02/14 11:35:54
45.545	34.500	34.575	35.000	1409650555.49	09/02/14 11:35:55
46.651	34.700	34.603	35.000	1409650556.52	09/02/14 11:35:56
47.687	34.600	34.610	35.000	1409650557.61	09/02/14 11:35:57
48.777	34.300	34.617	35.000	1409650558.65	09/02/14 11:35:58
49.813	34.500	34.625	35.000	1409650559.71	09/02/14 11:35:59
50.869	34.500	34.632	35.000	1409650560.78	09/02/14 11:36:00
51.939	34.900	34.665	35.000	1409650561.81	09/02/14 11:36:01
52.975	34.900	34.708	35.000	1409650562.86	09/02/14 11:36:02
54.019	34.800	34.725	35.000	1409650563.92	09/02/14 11:36:03
55.079	34.500	34.738	35.000	1409650565.0	09/02/14 11:36:05
56.163	35.000	34.763	35.000	1409650566.06	09/02/14 11:36:06
57.227	35.300	34.807	35.000	1409650567.13	09/02/14 11:36:07
58.293	35.300	34.827	35.000	1409650568.28	09/02/14 11:36:08
59.441	35.000	34.843	35.000	1409650569.32	09/02/14 11:36:09
60.477	34.700	34.840	35.000	1409650570.39	09/02/14 11:36:10
61.555	34.400	34.835	35.000	1409650571.5	09/02/14 11:36:11
62.665	33.900	34.822	35.000	1409650572.54	09/02/14 11:36:12
63.703	34.600	34.815	35.000	1409650573.58	09/02/14 11:36:13
64.739	34.800	34.807	35.000	1409650574.63	09/02/14 11:36:14
65.795	34.800	34.802	35.000	1409650575.73	09/02/14 11:36:15
66.887	34.500	34.790	35.000	1409650576.76	09/02/14 11:36:16
67.923	34.400	34.783	35.000	1409650577.87	09/02/14 11:36:17
69.027	34.700	34.798	35.000	1409650578.94	09/02/14 11:36:18
70.099	35.000	34.813	35.000	1409650580.01	09/02/14 11:36:20
71.171	35.100	34.828	35.000	1409650581.22	09/02/14 11:36:21
72.207	34.800	34.828	35.000	1409650582.09	09/02/14 11:36:22
73.247	34.900	34.827	35.000	1409650583.18	09/02/14 11:36:23
74.337	35.500	34.822	35.000	1409650584.21	09/02/14 11:36:24
75.372	35.600	34.803	35.000	1409650585.31	09/02/14 11:36:25
