############################ Log - Start ############################
# Log initialized at: 06/06/14 16:55:19
# motor device
Time	motor/omsvme58_exp/39	Timestamp	Datetime
3.389	0.000	1402066523.27	06/06/14 16:55:23
3.742	1.000	1402066523.62	06/06/14 16:55:23
4.096	2.000	1402066523.98	06/06/14 16:55:23
4.460	3.000	1402066524.34	06/06/14 16:55:24
4.814	4.000	1402066524.69	06/06/14 16:55:24
5.179	5.000	1402066525.06	06/06/14 16:55:25
5.536	6.000	1402066525.42	06/06/14 16:55:25
5.889	7.000	1402066525.77	06/06/14 16:55:25
6.244	8.000	1402066526.13	06/06/14 16:55:26
6.598	9.000	1402066526.48	06/06/14 16:55:26
6.950	10.000	1402066526.83	06/06/14 16:55:26
7.304	11.000	1402066527.19	06/06/14 16:55:27
7.657	12.000	1402066527.54	06/06/14 16:55:27
8.023	13.000	1402066527.9	06/06/14 16:55:27
8.378	14.000	1402066528.26	06/06/14 16:55:28
8.732	15.000	1402066528.59	06/06/14 16:55:28

# Log finished at: 06/06/14 16:55:28
############################# Log - End #############################
