

############################ Log - Start ############################
# Log initialized at: 10/21/13 16:48:19
Time	Real temperature	Average temperature	Setpoint temperature
Time	Real temperature	Average temperature	Setpoint temperature
0.000	20.000	20.000	20.000
1.208	20.000	19.950	20.000
2.395	19.900	19.950	20.000
3.478	19.800	19.917	20.000

# Log finished at: 10/22/13 10:27:37
############################ Log - End ############################

# Log finished at: 10/22/13 10:39:03
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 10:40:44
Time	Motor position

# Log finished at: 10/22/13 10:40:44
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 10:41:08
Time	Motor position

# Log finished at: 10/22/13 10:41:08
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 10:41:37
Time	Motor position

# Log finished at: 10/22/13 10:41:37
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 10:42:38
Time	Motor position

# Log finished at: 10/22/13 10:42:38
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 10:43:10
Time	Motor position
1.000	0.000
2.000	0.000
3.000	0.000
4.000	0.000
5.000	0.000

# Log finished at: 10/22/13 10:43:11
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 10:43:18
Time	Motor position
1.000	0.000
2.000	0.000
3.000	0.000
4.000	0.000
5.000	0.000
6.000	0.000
7.000	0.000
8.000	0.000
9.000	0.000
10.000	0.000

# Log finished at: 10/22/13 10:43:19
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 10:43:23
Time	Motor position
1.000	0.000
2.000	0.000
3.000	0.000
4.000	0.000
5.000	0.000
6.000	0.000
7.000	0.000
8.000	0.000
9.000	0.000
10.000	0.000
11.000	0.000
12.000	0.000
13.000	0.000
14.000	0.000
15.000	0.000

# Log finished at: 10/22/13 10:43:24
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 10:43:47
Time	Motor position
1.000	0.000
2.000	0.000
3.000	0.000
4.000	0.000
5.000	1.000
6.000	1.000
7.000	1.000
8.000	1.000
9.000	2.000
10.000	2.000
11.000	2.000
12.000	2.000
13.000	3.000
14.000	3.000
15.000	3.000
16.000	3.000
17.000	4.000
18.000	4.000
19.000	4.000
20.000	4.000
21.000	5.000
22.000	5.000
23.000	5.000
24.000	5.000
25.000	6.000
26.000	6.000
27.000	6.000
28.000	6.000
29.000	7.000
30.000	7.000
31.000	7.000
32.000	7.000
33.000	8.000
34.000	8.000
35.000	8.000
36.000	8.000
37.000	9.000
38.000	9.000
39.000	9.000
40.000	9.000
41.000	10.000
42.000	10.000
43.000	10.000
44.000	10.000

# Log finished at: 10/22/13 10:43:49
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 10:44:22
Time	Motor position
1.000	0.000
2.000	1.000
3.000	2.000
4.000	3.000
5.000	4.000
6.000	5.000
7.000	6.000
8.000	7.000
9.000	8.000
10.000	9.000
11.000	10.000

# Log finished at: 10/22/13 10:44:26
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 10:45:21
Time	Motor position
1.000	0.000
2.000	2.000
3.000	4.000
4.000	6.000
5.000	8.000
6.000	10.000

# Log finished at: 10/22/13 10:45:36
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 10:46:09
Time	Motor position
1.000	0.000
2.000	0.000
3.000	2.000
4.000	2.000
5.000	4.000
6.000	4.000
7.000	4.000
8.000	4.000
9.000	8.000
10.000	8.000
11.000	10.000
12.000	10.000

# Log finished at: 10/22/13 10:46:13
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 10:47:36
Time	Motor position
1.000	0.000

# Log finished at: 10/22/13 10:47:39
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 10:47:50
Time	Motor position
1.000	0.000
2.000	0.000
3.000	1.000
4.000	1.000
5.000	2.000
6.000	2.000
7.000	3.000
8.000	3.000
9.000	4.000
10.000	4.000
11.000	5.000
12.000	5.000
13.000	6.000
14.000	6.000
15.000	7.000
16.000	7.000
17.000	8.000
18.000	8.000
19.000	9.000
20.000	9.000
21.000	10.000
22.000	10.000

# Log finished at: 10/22/13 10:47:53
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 10:47:59
Time	Motor position

############################ Log - Start ############################
# Log initialized at: 10/22/13 10:48:18
Time	Motor position
1.000	0.000
2.000	1.000
3.000	2.000
4.000	3.000
5.000	4.000
6.000	5.000
7.000	6.000
8.000	7.000
9.000	8.000
10.000	9.000
11.000	10.000

# Log finished at: 10/22/13 10:48:20
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 10:48:22
Time	Motor position
1.000	0.000
2.000	0.000
3.000	1.000
4.000	1.000
5.000	2.000
6.000	2.000
7.000	3.000
8.000	3.000
9.000	4.000
10.000	4.000
11.000	5.000
12.000	5.000
13.000	6.000
14.000	6.000
15.000	7.000
16.000	7.000
17.000	8.000
18.000	8.000
19.000	9.000
20.000	9.000
21.000	10.000
22.000	10.000

# Log finished at: 10/22/13 10:48:27
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 10:48:29
Time	Motor position

############################ Log - Start ############################
# Log initialized at: 10/22/13 10:50:00
Time	Motor position
1.000	0.000

# Log finished at: 10/22/13 10:50:00
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 10:50:02
Time	Motor position
1.000	0.000
2.000	0.000

# Log finished at: 10/22/13 10:50:02
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 10:50:04
Time	Motor position
1.000	0.000
2.000	0.000
3.000	0.000

# Log finished at: 10/22/13 10:50:04
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 10:50:06
Time	Motor position

############################ Log - Start ############################
# Log initialized at: 10/22/13 10:51:37
Time	Motor position
1.000	0.000

# Log finished at: 10/22/13 10:51:38
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 10:51:40
Time	Motor position
1.000	0.000
2.000	0.000

# Log finished at: 10/22/13 10:51:40
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 10:51:57
Time	Motor position
1.000	0.000
2.000	0.000
3.000	0.000

# Log finished at: 10/22/13 10:51:57
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 10:53:59
Time	Motor position
1.000	0.000

# Log finished at: 10/22/13 10:53:59
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 10:54:02
Time	Motor position
1.000	0.000
2.000	0.000

# Log finished at: 10/22/13 10:54:02
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 10:54:47
Time	Motor position
1.000	0.000

# Log finished at: 10/22/13 10:54:47
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 10:55:27
Time	Motor position
1.000	0.000

# Log finished at: 10/22/13 10:55:27
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 10:55:30
Time	Motor position
1.000	0.000
2.000	0.000

# Log finished at: 10/22/13 10:55:30
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 10:55:54
Time	Motor position
1.000	0.000
2.000	0.000
3.000	0.000
4.000	0.000
5.000	0.000
6.000	0.000

# Log finished at: 10/22/13 10:55:55
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 10:59:57
Time	Motor position
1.000	0.000

# Log finished at: 10/22/13 10:59:57
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 11:00:56
Time	Motor position
1.000	0.000

# Log finished at: 10/22/13 11:00:56
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 11:00:59
Time	Motor position
1.000	0.000
2.000	0.000

# Log finished at: 10/22/13 11:00:59
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 11:01:58
Time	Motor position
1.000	0.000

# Log finished at: 10/22/13 11:01:58
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 11:02:00
Time	Motor position
1.000	0.000
2.000	0.000

# Log finished at: 10/22/13 11:02:01
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 11:04:35
Time	Motor position
1.000	0.000

# Log finished at: 10/22/13 11:04:36
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 11:04:44
Time	Motor position
1.000	0.000
2.000	0.000

# Log finished at: 10/22/13 11:04:45
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 11:04:47
Time	Motor position
1.000	0.000
2.000	0.000
3.000	0.000

# Log finished at: 10/22/13 11:04:48
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 11:04:50
Time	Motor position
1.000	0.000
2.000	0.000
3.000	0.000
4.000	0.000

# Log finished at: 10/22/13 11:04:50
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 11:04:53
Time	Motor position
1.000	0.000
2.000	0.000
3.000	0.000
4.000	0.000
5.000	0.000

# Log finished at: 10/22/13 11:04:53
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 11:04:56
Time	Motor position
1.000	0.000
2.000	0.000
3.000	0.000
4.000	0.000
5.000	0.000
6.000	0.000

# Log finished at: 10/22/13 11:04:56
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 11:05:23
Time	Motor position
1.000	0.000
2.000	1.000
3.000	2.000
4.000	3.000
5.000	4.000
6.000	5.000
7.000	6.000
8.000	7.000
9.000	8.000
10.000	9.000
11.000	10.000

# Log finished at: 10/22/13 11:05:26
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 11:05:28
Time	Motor position
1.000	0.000
2.000	0.000
3.000	1.000
4.000	1.000
5.000	2.000
6.000	2.000
7.000	3.000
8.000	3.000
9.000	4.000
10.000	4.000
11.000	5.000
12.000	5.000
13.000	6.000
14.000	6.000
15.000	7.000
16.000	7.000
17.000	8.000
18.000	8.000
19.000	9.000
20.000	9.000
21.000	10.000
22.000	10.000

# Log finished at: 10/22/13 11:05:32
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 11:05:34
Time	Motor position
1.000	0.000
2.000	0.000
3.000	0.000
4.000	1.000
5.000	1.000
6.000	1.000
7.000	2.000
8.000	2.000
9.000	2.000
10.000	3.000
11.000	3.000
12.000	3.000
13.000	4.000
14.000	4.000
15.000	4.000
16.000	5.000
17.000	5.000
18.000	5.000
19.000	6.000
20.000	6.000
21.000	6.000
22.000	7.000
23.000	7.000
24.000	7.000
25.000	8.000
26.000	8.000
27.000	8.000
28.000	9.000
29.000	9.000
30.000	9.000
31.000	10.000
32.000	10.000
33.000	10.000

# Log finished at: 10/22/13 11:05:39
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 11:05:42
Time	Motor position
1.000	0.000
2.000	0.000
3.000	0.000
4.000	0.000
5.000	1.000
6.000	1.000
7.000	1.000
8.000	1.000
9.000	2.000
10.000	2.000
11.000	2.000
12.000	2.000
13.000	3.000
14.000	3.000
15.000	3.000
16.000	3.000
17.000	4.000
18.000	4.000
19.000	4.000
20.000	4.000
21.000	5.000
22.000	5.000
23.000	5.000
24.000	5.000
25.000	6.000
26.000	6.000
27.000	6.000
28.000	6.000
29.000	7.000
30.000	7.000
31.000	7.000
32.000	7.000
33.000	8.000
34.000	8.000
35.000	8.000
36.000	8.000
37.000	9.000
38.000	9.000
39.000	9.000
40.000	9.000
41.000	10.000
42.000	10.000
43.000	10.000
44.000	10.000

# Log finished at: 10/22/13 11:05:46
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 11:05:50
Time	Motor position
1.000	0.000
2.000	0.000
3.000	0.000
4.000	0.000
5.000	0.000
6.000	1.000
7.000	1.000
8.000	1.000
9.000	1.000
10.000	1.000
11.000	2.000
12.000	2.000
13.000	2.000
14.000	2.000
15.000	2.000
16.000	3.000
17.000	3.000
18.000	3.000
19.000	3.000
20.000	3.000
21.000	4.000
22.000	4.000
23.000	4.000
24.000	4.000
25.000	4.000
26.000	5.000
27.000	5.000
28.000	5.000
29.000	5.000
30.000	5.000
31.000	6.000
32.000	6.000
33.000	6.000
34.000	6.000
35.000	6.000
36.000	7.000
37.000	7.000
38.000	7.000
39.000	7.000
40.000	7.000
41.000	8.000
42.000	8.000
43.000	8.000
44.000	8.000
45.000	8.000
46.000	9.000
47.000	9.000
48.000	9.000
49.000	9.000
50.000	9.000
51.000	10.000
52.000	10.000
53.000	10.000
54.000	10.000
55.000	10.000

# Log finished at: 10/22/13 11:05:55
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 11:06:00
Time	Motor position
1.000	0.000
2.000	0.000
3.000	0.000
4.000	0.000
5.000	0.000
6.000	0.000
7.000	1.000
8.000	1.000
9.000	1.000
10.000	1.000
11.000	1.000
12.000	1.000
13.000	2.000
14.000	2.000
15.000	2.000
16.000	2.000
17.000	2.000
18.000	2.000
19.000	3.000
20.000	3.000
21.000	3.000
22.000	3.000
23.000	3.000
24.000	3.000
25.000	4.000
26.000	4.000
27.000	4.000
28.000	4.000
29.000	4.000
30.000	4.000
31.000	5.000
32.000	5.000
33.000	5.000
34.000	5.000
35.000	5.000
36.000	5.000
37.000	6.000
38.000	6.000
39.000	6.000
40.000	6.000
41.000	6.000
42.000	6.000
43.000	7.000
44.000	7.000
45.000	7.000
46.000	7.000
47.000	7.000
48.000	7.000
49.000	8.000
50.000	8.000
51.000	8.000
52.000	8.000
53.000	8.000
54.000	8.000
55.000	9.000
56.000	9.000
57.000	9.000
58.000	9.000
59.000	9.000
60.000	9.000
61.000	10.000
62.000	10.000
63.000	10.000
64.000	10.000
65.000	10.000
66.000	10.000

# Log finished at: 10/22/13 11:06:05
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 11:07:30
Time	Motor position

# Log finished at: 10/22/13 11:07:33
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 11:07:35
Time	Motor position

# Log finished at: 10/22/13 11:07:36
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 11:11:10
Time	Motor position

# Log finished at: 10/22/13 11:11:10
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 11:12:17
Time	Motor position

# Log finished at: 10/22/13 11:12:17
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 11:19:43
Time	Motor position

# Log finished at: 10/22/13 11:19:43
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 11:19:46
Time	Motor position

# Log finished at: 10/22/13 11:19:46
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 11:19:49
Time	Motor position

# Log finished at: 10/22/13 11:19:49
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 11:21:00
Time	Motor position

# Log finished at: 10/22/13 11:21:01
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 11:21:08
Time	Motor position

# Log finished at: 10/22/13 11:21:08
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 11:22:16
Time	Motor position
1.000	0.000

# Log finished at: 10/22/13 11:22:16
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 11:22:18
Time	Motor position
1.000	0.000

# Log finished at: 10/22/13 11:22:18
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 11:22:21
Time	Motor position
1.000	0.000

# Log finished at: 10/22/13 11:22:22
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 11:22:27
Time	Motor position
1.000	0.000
2.000	0.000
3.000	0.000
4.000	0.000
5.000	0.000

# Log finished at: 10/22/13 11:22:28
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 11:22:32
Time	Motor position
1.000	0.000
2.000	0.000
3.000	0.000
4.000	0.000
5.000	2.000

# Log finished at: 10/22/13 11:22:33
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 11:23:10
Time	Motor position
1.000	0.000
2.000	1.000
3.000	2.000
4.000	3.000
5.000	4.000
6.000	5.000
7.000	6.000
8.000	7.000
9.000	1.000
10.000	9.000
11.000	2.000
12.000	3.000
13.000	12.000
14.000	13.000
15.000	14.000
16.000	15.000
17.000	16.000
18.000	17.000
19.000	18.000
20.000	19.000
21.000	20.000

# Log finished at: 10/22/13 11:23:21
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 11:24:04
Time	Motor position
1.000	0.000
2.000	1.000
3.000	2.000
4.000	3.000
5.000	4.000
6.000	5.000
7.000	6.000
8.000	7.000
9.000	1.000
10.000	9.000
11.000	2.000
12.000	3.000
13.000	12.000
14.000	13.000
15.000	14.000
16.000	15.000
17.000	16.000
18.000	17.000
19.000	18.000
20.000	19.000
21.000	20.000

# Log finished at: 10/22/13 11:24:20
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 11:26:25
Time	Real temperature	Average temperature	Setpoint temperature
0.000	20.400	20.400	20.000
1.110	20.600	20.500	20.000
2.142	20.400	20.450	20.000
3.216	20.300	20.400	20.000
4.253	20.300	20.375	20.000
5.391	20.200	20.340	20.000
6.423	20.200	20.325	20.000
7.523	20.100	20.308	20.000
8.580	20.300	20.300	20.000
9.684	20.200	20.294	20.000
10.743	20.200	20.279	20.000
11.822	20.200	20.271	20.000
12.914	20.200	20.268	20.000
13.973	20.000	20.254	20.000
15.064	20.200	20.246	20.000
16.116	20.100	20.243	20.000
17.152	20.100	20.237	20.000
18.289	19.900	20.219	20.000
19.339	20.000	20.212	20.000
20.379	20.100	20.203	20.000
21.510	20.100	20.197	20.000
22.547	20.000	20.185	20.000
23.631	20.000	20.178	20.000
24.696	20.100	20.176	20.000
25.788	20.000	20.168	20.000
26.886	20.100	20.163	20.000
27.931	20.100	20.160	20.000

# Log finished at: 10/22/13 11:26:54
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 11:30:14
Time	Motor position
1.000	0.000
2.000	0.000
3.000	0.000
4.000	0.000
5.000	0.000
6.000	0.000
7.000	0.000
8.000	0.000
9.000	0.000
10.000	0.000
11.000	0.000
12.000	0.000

# Log finished at: 10/22/13 11:30:25
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 11:32:05
Time	Motor position 22
1.000	0.000
2.000	0.000

# Log finished at: 10/22/13 11:32:08
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 11:33:15
Time	Motor position	Loop motor position
1.000	0.000	0.000
2.000	0.000	1.000

# Log finished at: 10/22/13 11:33:16
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 11:33:53
Time	Motor position	Loop motor position
1.000	0.000	0.000
2.000	1.000	0.000
3.000	2.000	0.000
4.000	3.000	0.000
5.000	4.000	0.000
6.000	5.000	0.000
7.000	0.000	1.000
8.000	1.000	1.000
9.000	2.000	1.000
10.000	3.000	1.000
11.000	4.000	1.000
12.000	5.000	1.000
13.000	0.000	2.000
14.000	1.000	2.000
15.000	2.000	2.000
16.000	3.000	2.000
17.000	4.000	2.000
18.000	5.000	2.000
19.000	0.000	3.000
20.000	1.000	3.000
21.000	2.000	3.000
22.000	3.000	3.000
23.000	4.000	3.000
24.000	5.000	3.000
25.000	0.000	4.000
26.000	1.000	4.000
27.000	2.000	4.000
28.000	3.000	4.000
29.000	4.000	4.000
30.000	5.000	4.000
31.000	0.000	5.000
32.000	1.000	5.000
33.000	2.000	5.000
34.000	3.000	5.000
35.000	4.000	5.000
36.000	5.000	5.000
37.000	0.000	6.000
38.000	1.000	6.000
39.000	2.000	6.000
40.000	3.000	6.000
41.000	4.000	6.000
42.000	5.000	6.000
43.000	0.000	7.000
44.000	1.000	7.000
45.000	2.000	7.000
46.000	3.000	7.000
47.000	4.000	7.000
48.000	5.000	7.000
49.000	0.000	8.000
50.000	1.000	8.000
51.000	2.000	8.000
52.000	3.000	8.000
53.000	4.000	8.000
54.000	5.000	8.000
55.000	0.000	9.000
56.000	1.000	9.000
57.000	2.000	9.000
58.000	3.000	9.000
59.000	4.000	9.000
60.000	5.000	9.000
61.000	0.000	10.000
62.000	1.000	10.000
63.000	2.000	10.000
64.000	3.000	10.000
65.000	4.000	10.000
66.000	5.000	10.000

# Log finished at: 10/22/13 11:34:21
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 11:34:56
Time	Motor position	Loop motor position
1.000	0.000	0.000
2.000	1.000	0.000
3.000	2.000	0.000
4.000	3.000	0.000
5.000	4.000	0.000
6.000	5.000	0.000
7.000	0.000	1.000
8.000	1.000	1.000
9.000	2.000	1.000
10.000	3.000	1.000
11.000	4.000	1.000
12.000	5.000	1.000
13.000	0.000	2.000
14.000	1.000	2.000
15.000	2.000	2.000
16.000	3.000	2.000
17.000	4.000	2.000
18.000	5.000	2.000
19.000	0.000	3.000
20.000	1.000	3.000
21.000	2.000	3.000
22.000	3.000	3.000
23.000	4.000	3.000
24.000	5.000	3.000
25.000	0.000	4.000
26.000	1.000	4.000
27.000	2.000	4.000
28.000	3.000	4.000
29.000	4.000	4.000
30.000	5.000	4.000
31.000	0.000	5.000
32.000	1.000	5.000
33.000	2.000	5.000
34.000	3.000	5.000
35.000	4.000	5.000
36.000	5.000	5.000
37.000	0.000	6.000
38.000	1.000	6.000
39.000	2.000	6.000
40.000	3.000	6.000
41.000	4.000	6.000
42.000	5.000	6.000
43.000	0.000	7.000
44.000	1.000	7.000
45.000	2.000	7.000
46.000	3.000	7.000
47.000	4.000	7.000
48.000	5.000	7.000
49.000	0.000	8.000
50.000	1.000	8.000
51.000	2.000	8.000
52.000	3.000	8.000
53.000	4.000	8.000
54.000	5.000	8.000
55.000	0.000	9.000
56.000	1.000	9.000
57.000	2.000	9.000
58.000	3.000	9.000
59.000	4.000	9.000
60.000	5.000	9.000
61.000	0.000	10.000
62.000	1.000	10.000
63.000	2.000	10.000
64.000	3.000	10.000
65.000	4.000	10.000
66.000	5.000	10.000

# Log finished at: 10/22/13 11:35:28
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 11:37:10
Time	Motor position	Loop motor position
1.000	0.000	0.000
2.000	0.000	1.000

# Log finished at: 10/22/13 11:37:14
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 11:37:17
Time	Motor position	Loop motor position
1.000	0.000	0.000

# Log finished at: 10/22/13 11:37:18
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 11:37:37
Time	Motor position	Loop motor position
1.000	0.000	0.000
2.000	1.000	0.000
3.000	2.000	0.000
4.000	3.000	0.000
5.000	4.000	0.000
6.000	5.000	0.000
7.000	6.000	0.000
8.000	7.000	0.000
9.000	8.000	0.000
10.000	9.000	0.000
11.000	10.000	0.000
12.000	11.000	0.000
13.000	0.000	0.100
14.000	1.000	0.100
15.000	2.000	0.100
16.000	3.000	0.100
17.000	4.000	0.100
18.000	5.000	0.100
19.000	6.000	0.100
20.000	7.000	0.100

# Log finished at: 10/22/13 11:37:44
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 11:37:50
Time	Motor position	Loop motor position
1.000	0.000	0.000
2.000	1.000	0.000
3.000	2.000	0.000
4.000	3.000	0.000
5.000	4.000	0.000
6.000	5.000	0.000
7.000	6.000	0.000
8.000	7.000	0.000
9.000	8.000	0.000
10.000	9.000	0.000
11.000	10.000	0.000
12.000	11.000	0.000
13.000	0.000	0.100
14.000	1.000	0.100
15.000	2.000	0.100
16.000	3.000	0.100
17.000	4.000	0.100
18.000	5.000	0.100
19.000	6.000	0.100
20.000	7.000	0.100
21.000	8.000	0.100
22.000	9.000	0.100
23.000	10.000	0.100
24.000	11.000	0.100

# Log finished at: 10/22/13 11:38:00
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 12:42:50
Time	Motor position
1.000	0.000

# Log finished at: 10/22/13 12:42:50
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 12:43:03
Time	Motor position
1.000	0.000
2.000	1.000
3.000	2.000
4.000	3.000
5.000	4.000
6.000	5.000
7.000	6.000
8.000	7.000
9.000	1.000
10.000	9.000
11.000	2.000
12.000	3.000
13.000	12.000
14.000	13.000
15.000	14.000
16.000	15.000
17.000	16.000
18.000	17.000
19.000	18.000
20.000	19.000
21.000	20.000

# Log finished at: 10/22/13 12:43:14
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 12:43:41
Time	Motor position	Loop motor position
1.000	0.000	0.000
2.000	1.000	0.000
3.000	2.000	0.000
4.000	3.000	0.000
5.000	4.000	0.000
6.000	5.000	0.000
7.000	6.000	0.000
8.000	3.000	0.000
9.000	5.000	0.000
10.000	9.000	0.000
11.000	10.000	0.000
12.000	0.000	1.000
13.000	1.000	1.000
14.000	2.000	1.000
15.000	3.000	1.000
16.000	4.000	1.000
17.000	5.000	1.000
18.000	6.000	1.000
19.000	3.000	1.000
20.000	5.000	1.000
21.000	9.000	1.000
22.000	10.000	1.000
23.000	0.000	2.000
24.000	1.000	2.000
25.000	2.000	2.000
26.000	3.000	2.000
27.000	4.000	2.000
28.000	5.000	2.000
29.000	6.000	2.000
30.000	3.000	2.000
31.000	5.000	2.000
32.000	9.000	2.000
33.000	10.000	2.000
34.000	0.000	3.000
35.000	1.000	3.000
36.000	2.000	3.000
37.000	3.000	3.000
38.000	4.000	3.000
39.000	5.000	3.000
40.000	6.000	3.000
41.000	3.000	3.000
42.000	5.000	3.000
43.000	9.000	3.000
44.000	10.000	3.000

# Log finished at: 10/22/13 12:44:09
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 12:50:59
Time	Motor position
1.000	0.000

# Log finished at: 10/22/13 12:51:02
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 12:55:39
Time	Motor position
1.000	0.000

# Log finished at: 10/22/13 12:55:40
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 12:56:13
Time	Motor position
1.000	0.000

# Log finished at: 10/22/13 12:56:13
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 12:57:16
Time	Motor position
1.000	0.000

# Log finished at: 10/22/13 12:57:16
############################ Log - End ############################

############################ Log - Start ############################
# Log initialized at: 10/22/13 12:57:44
Time	Real temperature	Average temperature	Setpoint temperature
0.000	19.900	19.900	20.000
1.068	19.900	19.900	20.000
2.105	19.900	19.900	20.000
3.228	19.800	19.883	20.000
4.259	19.800	19.875	20.000
5.398	19.900	19.870	20.000
6.430	19.900	19.873	20.000
7.591	19.800	19.862	20.000
8.667	19.800	19.853	20.000
9.729	19.700	19.841	20.000
10.834	19.700	19.826	20.000
11.866	19.800	19.824	20.000
13.029	19.800	19.826	20.000
14.096	19.800	19.825	20.000
15.196	19.800	19.823	20.000
16.288	19.800	19.818	20.000
17.320	20.000	19.827	20.000
18.400	20.000	19.841	20.000
19.433	20.000	19.850	20.000
20.521	20.000	19.858	20.000
21.626	20.000	19.862	20.000
22.699	19.900	19.864	20.000
23.755	19.800	19.863	20.000
24.822	19.800	19.863	20.000
