############################ Log - Start ############################
# Log initialized at: 06/11/14 10:07:25
# motor device
Time	motor/omsvme58_exp/39	Timestamp	Datetime
3.337	0.000	1402474048.69	06/11/14 10:07:28
3.688	1.000	1402474049.04	06/11/14 10:07:29
4.038	2.000	1402474049.39	06/11/14 10:07:29
4.389	3.000	1402474049.74	06/11/14 10:07:29
4.740	4.000	1402474050.09	06/11/14 10:07:30
5.091	5.000	1402474050.44	06/11/14 10:07:30
5.443	6.000	1402474050.8	06/11/14 10:07:30
5.794	7.000	1402474051.15	06/11/14 10:07:31
6.146	8.000	1402474051.5	06/11/14 10:07:31
6.497	9.000	1402474051.85	06/11/14 10:07:31
6.847	10.000	1402474052.2	06/11/14 10:07:32
7.198	11.000	1402474052.55	06/11/14 10:07:32
7.549	12.000	1402474052.9	06/11/14 10:07:32
7.900	13.000	1402474053.25	06/11/14 10:07:33
8.252	14.000	1402474053.6	06/11/14 10:07:33
8.604	15.000	1402474053.94	06/11/14 10:07:33

# Log finished at: 06/11/14 10:07:34
############################# Log - End #############################
