############################ Log - Start ############################
# Log initialized at: 06/10/14 17:54:40
# motor device
Time	motor/omsvme58_exp/39	Timestamp	Datetime
3.359	0.000	1402415683.59	06/10/14 17:54:43
3.711	1.000	1402415683.95	06/10/14 17:54:43
4.062	2.000	1402415684.3	06/10/14 17:54:44
4.414	3.000	1402415684.65	06/10/14 17:54:44
4.763	4.000	1402415685.0	06/10/14 17:54:44
5.114	5.000	1402415685.35	06/10/14 17:54:45
5.467	6.000	1402415685.7	06/10/14 17:54:45
5.817	7.000	1402415686.05	06/10/14 17:54:46
6.168	8.000	1402415686.4	06/10/14 17:54:46
6.519	9.000	1402415686.75	06/10/14 17:54:46
6.870	10.000	1402415687.1	06/10/14 17:54:47
7.219	11.000	1402415687.46	06/10/14 17:54:47
7.485	12.000	1402415687.72	06/10/14 17:54:47
7.836	13.000	1402415688.07	06/10/14 17:54:48
8.189	14.000	1402415688.42	06/10/14 17:54:48
8.540	15.000	1402415688.76	06/10/14 17:54:48

# Log finished at: 06/10/14 17:54:48
############################# Log - End #############################
