############################ Log - Start ############################
# Log initialized at: 06/10/14 16:17:00
# motor device
Time	motor/omsvme58_exp/39	Timestamp	Datetime
3.335	0.000	1402409824.24	06/10/14 16:17:04
3.686	1.000	1402409824.59	06/10/14 16:17:04
4.035	2.000	1402409824.94	06/10/14 16:17:04
4.386	3.000	1402409825.29	06/10/14 16:17:05
4.734	4.000	1402409825.64	06/10/14 16:17:05
5.084	5.000	1402409825.99	06/10/14 16:17:05
5.434	6.000	1402409826.34	06/10/14 16:17:06
5.785	7.000	1402409826.69	06/10/14 16:17:06
6.137	8.000	1402409827.04	06/10/14 16:17:07
6.489	9.000	1402409827.39	06/10/14 16:17:07
6.839	10.000	1402409827.74	06/10/14 16:17:07
7.189	11.000	1402409828.09	06/10/14 16:17:08
7.539	12.000	1402409828.44	06/10/14 16:17:08
7.889	13.000	1402409828.79	06/10/14 16:17:08
8.239	14.000	1402409829.12	06/10/14 16:17:09
8.592	15.000	1402409829.48	06/10/14 16:17:09

# Log finished at: 06/10/14 16:17:09
############################# Log - End #############################
