############################ Log - Start ############################
# Log initialized at: 06/10/14 17:55:10
# motor device
Time	motor/omsvme58_exp/39	Timestamp	Datetime
3.353	0.000	1402415713.99	06/10/14 17:55:13
3.705	1.000	1402415714.34	06/10/14 17:55:14
4.056	2.000	1402415714.69	06/10/14 17:55:14
4.407	3.000	1402415715.04	06/10/14 17:55:15
4.756	4.000	1402415715.39	06/10/14 17:55:15
5.109	5.000	1402415715.75	06/10/14 17:55:15
5.461	6.000	1402415716.08	06/10/14 17:55:16
5.815	7.000	1402415716.45	06/10/14 17:55:16
6.167	8.000	1402415716.8	06/10/14 17:55:16
6.517	9.000	1402415717.15	06/10/14 17:55:17
6.867	10.000	1402415717.5	06/10/14 17:55:17
7.217	11.000	1402415717.85	06/10/14 17:55:17
7.568	12.000	1402415718.21	06/10/14 17:55:18
7.918	13.000	1402415718.54	06/10/14 17:55:18
8.272	14.000	1402415718.91	06/10/14 17:55:18
8.622	15.000	1402415719.24	06/10/14 17:55:19

# Log finished at: 06/10/14 17:55:19
############################# Log - End #############################
