############################ Log - Start ############################
# Log initialized at: 06/12/14 15:27:21
# motor device
Time	motor/omsvme58_exp/39	Timestamp	Datetime
3.337	0.000	1402579645.16	06/12/14 15:27:25
3.694	1.000	1402579645.52	06/12/14 15:27:25
4.052	2.000	1402579645.88	06/12/14 15:27:25
4.419	3.000	1402579646.24	06/12/14 15:27:26
4.978	4.000	1402579646.79	06/12/14 15:27:26
5.338	5.000	1402579647.16	06/12/14 15:27:27
5.696	6.000	1402579647.52	06/12/14 15:27:27
6.056	7.000	1402579647.88	06/12/14 15:27:27
6.414	8.000	1402579648.22	06/12/14 15:27:28
6.770	9.000	1402579648.59	06/12/14 15:27:28
7.128	10.000	1402579648.93	06/12/14 15:27:28
7.485	11.000	1402579649.31	06/12/14 15:27:29
7.843	12.000	1402579649.67	06/12/14 15:27:29
8.201	13.000	1402579650.03	06/12/14 15:27:30
8.558	14.000	1402579650.38	06/12/14 15:27:30
8.915	15.000	1402579650.7	06/12/14 15:27:30

# Log finished at: 06/12/14 15:27:30
############################# Log - End #############################
