############################ Log - Start ############################
# Log initialized at: 06/13/14 10:54:11
# motor device
Time	motor/omsvme58_exp/39	Timestamp	Datetime
3.390	0.000	1402649654.91	06/13/14 10:54:14
3.746	1.000	1402649655.27	06/13/14 10:54:15
4.105	2.000	1402649655.63	06/13/14 10:54:15
4.470	3.000	1402649655.99	06/13/14 10:54:15
4.828	4.000	1402649656.35	06/13/14 10:54:16
5.185	5.000	1402649656.7	06/13/14 10:54:16
5.539	6.000	1402649657.06	06/13/14 10:54:17
5.906	7.000	1402649657.43	06/13/14 10:54:17
6.264	8.000	1402649657.78	06/13/14 10:54:17
6.620	9.000	1402649658.14	06/13/14 10:54:18
6.987	10.000	1402649658.51	06/13/14 10:54:18
7.355	11.000	1402649658.88	06/13/14 10:54:18
7.712	12.000	1402649659.23	06/13/14 10:54:19
8.073	13.000	1402649659.59	06/13/14 10:54:19
8.440	14.000	1402649659.96	06/13/14 10:54:19
8.808	15.000	1402649660.31	06/13/14 10:54:20

# Log finished at: 06/13/14 10:54:20
############################# Log - End #############################
