############################ Log - Start ############################
# Log initialized at: 06/10/14 13:35:48
# motor device
Time	motor/omsvme58_exp/39	Timestamp	Datetime
3.357	0.000	1402400151.98	06/10/14 13:35:51
3.703	1.000	1402400152.33	06/10/14 13:35:52
4.050	2.000	1402400152.68	06/10/14 13:35:52
4.408	3.000	1402400153.03	06/10/14 13:35:53
4.768	4.000	1402400153.4	06/10/14 13:35:53
5.126	5.000	1402400153.75	06/10/14 13:35:53
5.482	6.000	1402400154.11	06/10/14 13:35:54
5.838	7.000	1402400154.46	06/10/14 13:35:54
6.186	8.000	1402400154.81	06/10/14 13:35:54
6.540	9.000	1402400155.17	06/10/14 13:35:55

# Log finished at: 06/10/14 13:35:55
############################# Log - End #############################
