############################ Log - Start ############################
# Log initialized at: 06/13/14 10:49:40
# motor device
Time	motor/omsvme58_exp/39	Timestamp	Datetime
3.348	0.000	1402649384.07	06/13/14 10:49:44
3.718	1.000	1402649384.44	06/13/14 10:49:44
4.076	2.000	1402649384.8	06/13/14 10:49:44
4.434	3.000	1402649385.15	06/13/14 10:49:45
4.800	4.000	1402649385.52	06/13/14 10:49:45
5.158	5.000	1402649385.88	06/13/14 10:49:45
5.517	6.000	1402649386.24	06/13/14 10:49:46
5.874	7.000	1402649386.59	06/13/14 10:49:46
6.231	8.000	1402649386.95	06/13/14 10:49:46
6.598	9.000	1402649387.32	06/13/14 10:49:47
6.955	10.000	1402649387.68	06/13/14 10:49:47
7.326	11.000	1402649388.05	06/13/14 10:49:48
7.682	12.000	1402649388.4	06/13/14 10:49:48
8.049	13.000	1402649388.77	06/13/14 10:49:48
8.407	14.000	1402649389.13	06/13/14 10:49:49
8.769	15.000	1402649389.47	06/13/14 10:49:49

# Log finished at: 06/13/14 10:49:49
############################# Log - End #############################
