############################ Log - Start ############################
# Log initialized at: 06/12/14 14:56:15
# motor device
Time	motor/omsvme58_exp/39	Timestamp	Datetime
3.338	0.000	1402577779.08	06/12/14 14:56:19
3.695	1.000	1402577779.41	06/12/14 14:56:19
4.055	2.000	1402577779.79	06/12/14 14:56:19
4.411	3.000	1402577780.15	06/12/14 14:56:20
4.769	4.000	1402577780.51	06/12/14 14:56:20
5.128	5.000	1402577780.87	06/12/14 14:56:20
5.486	6.000	1402577781.23	06/12/14 14:56:21
5.844	7.000	1402577781.58	06/12/14 14:56:21
6.200	8.000	1402577781.94	06/12/14 14:56:21
6.558	9.000	1402577782.3	06/12/14 14:56:22
6.915	10.000	1402577782.65	06/12/14 14:56:22
7.273	11.000	1402577783.01	06/12/14 14:56:23
7.630	12.000	1402577783.37	06/12/14 14:56:23
7.988	13.000	1402577783.73	06/12/14 14:56:23
8.346	14.000	1402577784.08	06/12/14 14:56:24
8.706	15.000	1402577784.43	06/12/14 14:56:24

# Log finished at: 06/12/14 14:56:24
############################# Log - End #############################
