############################ Log - Start ############################
# Log initialized at: 06/06/14 17:06:34
# motor device
Time	motor/omsvme58_exp/39	Timestamp	Datetime
3.407	0.000	1402067197.92	06/06/14 17:06:37
3.761	1.000	1402067198.28	06/06/14 17:06:38
4.114	2.000	1402067198.63	06/06/14 17:06:38
4.386	3.000	1402067198.9	06/06/14 17:06:38
4.752	4.000	1402067199.27	06/06/14 17:06:39
5.105	5.000	1402067199.62	06/06/14 17:06:39
5.458	6.000	1402067199.97	06/06/14 17:06:39
5.823	7.000	1402067200.34	06/06/14 17:06:40
6.176	8.000	1402067200.69	06/06/14 17:06:40
6.528	9.000	1402067201.04	06/06/14 17:06:41
6.893	10.000	1402067201.41	06/06/14 17:06:41
7.247	11.000	1402067201.76	06/06/14 17:06:41
7.610	12.000	1402067202.11	06/06/14 17:06:42
7.978	13.000	1402067202.49	06/06/14 17:06:42
8.330	14.000	1402067202.84	06/06/14 17:06:42
8.683	15.000	1402067203.18	06/06/14 17:06:43

# Log finished at: 06/06/14 17:06:43
############################# Log - End #############################
