############################ Log - Start ############################
# Log initialized at: 06/10/14 13:00:02
# motor device
Time	motor/omsvme58_exp/39	Timestamp	Datetime
3.344	0.000	1402398006.28	06/10/14 13:00:06
3.691	1.000	1402398006.62	06/10/14 13:00:06
4.046	2.000	1402398006.98	06/10/14 13:00:06
4.391	3.000	1402398007.32	06/10/14 13:00:07
4.748	4.000	1402398007.68	06/10/14 13:00:07
5.105	5.000	1402398008.04	06/10/14 13:00:08
5.459	6.000	1402398008.39	06/10/14 13:00:08
5.815	7.000	1402398008.75	06/10/14 13:00:08
6.173	8.000	1402398009.1	06/10/14 13:00:09
6.526	9.000	1402398009.46	06/10/14 13:00:09
6.882	10.000	1402398009.82	06/10/14 13:00:09
7.150	11.000	1402398010.08	06/10/14 13:00:10
7.504	12.000	1402398010.44	06/10/14 13:00:10
7.859	13.000	1402398010.79	06/10/14 13:00:10
8.216	14.000	1402398011.15	06/10/14 13:00:11
8.561	15.000	1402398011.48	06/10/14 13:00:11

# Log finished at: 06/10/14 13:00:11
############################# Log - End #############################
