############################ Log - Start ############################
# Log initialized at: 06/12/14 15:21:35
# motor device
Time	motor/omsvme58_exp/39	Timestamp	Datetime
3.336	0.000	1402579298.99	06/12/14 15:21:38
3.697	1.000	1402579299.35	06/12/14 15:21:39
4.053	2.000	1402579299.71	06/12/14 15:21:39
4.409	3.000	1402579300.06	06/12/14 15:21:40
4.765	4.000	1402579300.42	06/12/14 15:21:40
5.124	5.000	1402579300.78	06/12/14 15:21:40
5.490	6.000	1402579301.14	06/12/14 15:21:41
5.857	7.000	1402579301.51	06/12/14 15:21:41
6.212	8.000	1402579301.87	06/12/14 15:21:41
6.567	9.000	1402579302.22	06/12/14 15:21:42
6.925	10.000	1402579302.58	06/12/14 15:21:42
7.282	11.000	1402579302.94	06/12/14 15:21:42
7.641	12.000	1402579303.3	06/12/14 15:21:43
7.997	13.000	1402579303.65	06/12/14 15:21:43
8.353	14.000	1402579304.01	06/12/14 15:21:44
8.712	15.000	1402579304.35	06/12/14 15:21:44

# Log finished at: 06/12/14 15:21:44
############################# Log - End #############################
