############################ Log - Start ############################
# Log initialized at: 06/12/14 14:54:08
# motor device
Time	motor/omsvme58_exp/39	Timestamp	Datetime
3.410	0.000	1402577652.2	06/12/14 14:54:12
3.768	1.000	1402577652.56	06/12/14 14:54:12
4.124	2.000	1402577652.91	06/12/14 14:54:12
4.479	3.000	1402577653.27	06/12/14 14:54:13
4.845	4.000	1402577653.64	06/12/14 14:54:13
5.201	5.000	1402577653.99	06/12/14 14:54:13
5.559	6.000	1402577654.35	06/12/14 14:54:14
5.918	7.000	1402577654.71	06/12/14 14:54:14
6.275	8.000	1402577655.07	06/12/14 14:54:15
6.630	9.000	1402577655.43	06/12/14 14:54:15
6.998	10.000	1402577655.79	06/12/14 14:54:15
7.358	11.000	1402577656.15	06/12/14 14:54:16
7.716	12.000	1402577656.51	06/12/14 14:54:16
8.072	13.000	1402577656.84	06/12/14 14:54:16
8.431	14.000	1402577657.22	06/12/14 14:54:17
8.789	15.000	1402577657.56	06/12/14 14:54:17

# Log finished at: 06/12/14 14:54:17
############################# Log - End #############################
