############################ Log - Start ############################
# Log initialized at: 06/12/14 15:16:16
# motor device
Time	motor/omsvme58_exp/39	Timestamp	Datetime
3.344	0.000	1402578979.6	06/12/14 15:16:19
3.702	1.000	1402578979.96	06/12/14 15:16:19
4.059	2.000	1402578980.32	06/12/14 15:16:20
4.416	3.000	1402578980.68	06/12/14 15:16:20
4.775	4.000	1402578981.03	06/12/14 15:16:21
5.131	5.000	1402578981.39	06/12/14 15:16:21
5.492	6.000	1402578981.75	06/12/14 15:16:21
5.849	7.000	1402578982.11	06/12/14 15:16:22
6.206	8.000	1402578982.46	06/12/14 15:16:22
6.567	9.000	1402578982.83	06/12/14 15:16:22
6.924	10.000	1402578983.18	06/12/14 15:16:23
7.286	11.000	1402578983.54	06/12/14 15:16:23
7.643	12.000	1402578983.9	06/12/14 15:16:23
