############################ Log - Start ############################
# Log initialized at: 06/06/14 17:16:30
# motor device
Time	motor/omsvme58_exp/37	motor/omsvme58_exp/27	motor/omsvme58_exp/33	Timestamp	Datetime
21.535	3.000	3.000	0.000	1402067811.93	06/06/14 17:16:51
21.675	4.000	3.000	0.000	1402067812.07	06/06/14 17:16:52
21.813	5.000	3.000	0.000	1402067812.21	06/06/14 17:16:52
21.952	6.000	3.000	0.000	1402067812.34	06/06/14 17:16:52
22.089	7.000	3.000	0.000	1402067812.48	06/06/14 17:16:52
22.225	8.000	3.000	0.000	1402067812.62	06/06/14 17:16:52
22.364	9.000	3.000	0.000	1402067812.76	06/06/14 17:16:52
22.503	10.000	3.000	0.000	1402067812.89	06/06/14 17:16:52
22.641	11.000	3.000	0.000	1402067813.03	06/06/14 17:16:53
22.786	12.000	3.000	0.000	1402067813.18	06/06/14 17:16:53
22.923	13.000	3.000	0.000	1402067813.31	06/06/14 17:16:53
23.060	14.000	3.000	0.000	1402067813.45	06/06/14 17:16:53
23.199	15.000	3.000	0.000	1402067813.57	06/06/14 17:16:53
23.297	15.000	3.000	0.000	1402067813.69	06/06/14 17:16:53
26.656	0.000	4.000	0.000	1402067817.05	06/06/14 17:16:57
26.795	1.000	4.000	0.000	1402067817.19	06/06/14 17:16:57
26.931	2.000	4.000	0.000	1402067817.32	06/06/14 17:16:57
27.068	3.000	4.000	0.000	1402067817.46	06/06/14 17:16:57
27.208	4.000	4.000	0.000	1402067817.6	06/06/14 17:16:57
27.347	5.000	4.000	0.000	1402067817.74	06/06/14 17:16:57
27.485	6.000	4.000	0.000	1402067817.88	06/06/14 17:16:57
27.625	7.000	4.000	0.000	1402067818.02	06/06/14 17:16:58
27.763	8.000	4.000	0.000	1402067818.15	06/06/14 17:16:58
27.903	9.000	4.000	0.000	1402067818.29	06/06/14 17:16:58
28.039	10.000	4.000	0.000	1402067818.43	06/06/14 17:16:58
28.178	11.000	4.000	0.000	1402067818.57	06/06/14 17:16:58
28.317	12.000	4.000	0.000	1402067818.71	06/06/14 17:16:58
28.455	13.000	4.000	0.000	1402067818.85	06/06/14 17:16:58
28.594	14.000	4.000	0.000	1402067818.99	06/06/14 17:16:58
28.732	15.000	4.000	0.000	1402067819.1	06/06/14 17:16:59
28.801	15.000	4.000	0.000	1402067819.19	06/06/14 17:16:59
32.157	0.000	5.000	0.000	1402067822.55	06/06/14 17:17:02
32.295	1.000	5.000	0.000	1402067822.69	06/06/14 17:17:02
32.434	2.000	5.000	0.000	1402067822.83	06/06/14 17:17:02
32.572	3.000	5.000	0.000	1402067822.96	06/06/14 17:17:02
32.709	4.000	5.000	0.000	1402067823.1	06/06/14 17:17:03
32.846	5.000	5.000	0.000	1402067823.24	06/06/14 17:17:03
32.989	6.000	5.000	0.000	1402067823.38	06/06/14 17:17:03
33.127	7.000	5.000	0.000	1402067823.52	06/06/14 17:17:03
33.264	8.000	5.000	0.000	1402067823.65	06/06/14 17:17:03
33.400	9.000	5.000	0.000	1402067823.79	06/06/14 17:17:03
33.538	10.000	5.000	0.000	1402067823.93	06/06/14 17:17:03
33.674	11.000	5.000	0.000	1402067824.06	06/06/14 17:17:04
33.812	12.000	5.000	0.000	1402067824.2	06/06/14 17:17:04
33.954	13.000	5.000	0.000	1402067824.35	06/06/14 17:17:04
34.094	14.000	5.000	0.000	1402067824.48	06/06/14 17:17:04
34.231	15.000	5.000	0.000	1402067824.6	06/06/14 17:17:04
34.296	15.000	5.000	0.000	1402067824.69	06/06/14 17:17:04
37.716	0.000	6.000	0.000	1402067828.11	06/06/14 17:17:08
37.857	1.000	6.000	0.000	1402067828.25	06/06/14 17:17:08
37.993	2.000	6.000	0.000	1402067828.39	06/06/14 17:17:08
38.131	3.000	6.000	0.000	1402067828.53	06/06/14 17:17:08
38.271	4.000	6.000	0.000	1402067828.66	06/06/14 17:17:08
38.409	5.000	6.000	0.000	1402067828.8	06/06/14 17:17:08
38.546	6.000	6.000	0.000	1402067828.94	06/06/14 17:17:08
38.684	7.000	6.000	0.000	1402067829.07	06/06/14 17:17:09
38.820	8.000	6.000	0.000	1402067829.21	06/06/14 17:17:09
38.957	9.000	6.000	0.000	1402067829.35	06/06/14 17:17:09
39.094	10.000	6.000	0.000	1402067829.48	06/06/14 17:17:09
39.231	11.000	6.000	0.000	1402067829.62	06/06/14 17:17:09
39.380	12.000	6.000	0.000	1402067829.78	06/06/14 17:17:09
39.529	13.000	6.000	0.000	1402067829.92	06/06/14 17:17:09
39.668	14.000	6.000	0.000	1402067830.06	06/06/14 17:17:10
39.805	15.000	6.000	0.000	1402067830.18	06/06/14 17:17:10
39.906	15.000	6.000	0.000	1402067830.29	06/06/14 17:17:10
43.254	0.000	7.000	0.000	1402067833.65	06/06/14 17:17:13
43.395	1.000	7.000	0.000	1402067833.79	06/06/14 17:17:13
43.530	2.000	7.000	0.000	1402067833.92	06/06/14 17:17:13
43.686	3.000	7.000	0.000	1402067834.06	06/06/14 17:17:14
43.811	4.000	7.000	0.000	1402067834.2	06/06/14 17:17:14
43.948	5.000	7.000	0.000	1402067834.34	06/06/14 17:17:14
44.086	6.000	7.000	0.000	1402067834.48	06/06/14 17:17:14
44.226	7.000	7.000	0.000	1402067834.62	06/06/14 17:17:14
44.363	8.000	7.000	0.000	1402067834.75	06/06/14 17:17:14
44.507	9.000	7.000	0.000	1402067834.9	06/06/14 17:17:14
44.648	10.000	7.000	0.000	1402067835.04	06/06/14 17:17:15
44.789	11.000	7.000	0.000	1402067835.18	06/06/14 17:17:15
44.933	12.000	7.000	0.000	1402067835.33	06/06/14 17:17:15
45.079	13.000	7.000	0.000	1402067835.47	06/06/14 17:17:15
45.213	14.000	7.000	0.000	1402067835.6	06/06/14 17:17:15
45.356	15.000	7.000	0.000	1402067835.73	06/06/14 17:17:15
45.430	15.000	7.000	0.000	1402067835.81	06/06/14 17:17:15
48.771	0.000	8.000	0.000	1402067839.17	06/06/14 17:17:19
48.828	1.000	8.000	0.000	1402067839.22	06/06/14 17:17:19
48.965	2.000	8.000	0.000	1402067839.36	06/06/14 17:17:19
49.103	3.000	8.000	0.000	1402067839.49	06/06/14 17:17:19
49.240	4.000	8.000	0.000	1402067839.63	06/06/14 17:17:19
49.378	5.000	8.000	0.000	1402067839.77	06/06/14 17:17:19
49.515	6.000	8.000	0.000	1402067839.91	06/06/14 17:17:19
49.653	7.000	8.000	0.000	1402067840.04	06/06/14 17:17:20
49.789	8.000	8.000	0.000	1402067840.18	06/06/14 17:17:20
49.927	9.000	8.000	0.000	1402067840.32	06/06/14 17:17:20
50.070	10.000	8.000	0.000	1402067840.46	06/06/14 17:17:20
50.209	11.000	8.000	0.000	1402067840.6	06/06/14 17:17:20
50.345	12.000	8.000	0.000	1402067840.74	06/06/14 17:17:20
50.482	13.000	8.000	0.000	1402067840.87	06/06/14 17:17:20
50.619	14.000	8.000	0.000	1402067841.01	06/06/14 17:17:21
50.758	15.000	8.000	0.000	1402067841.13	06/06/14 17:17:21
50.830	15.000	8.000	0.000	1402067841.22	06/06/14 17:17:21
54.233	0.000	9.000	0.000	1402067844.63	06/06/14 17:17:24
54.373	1.000	9.000	0.000	1402067844.76	06/06/14 17:17:24
54.511	2.000	9.000	0.000	1402067844.91	06/06/14 17:17:24
54.649	3.000	9.000	0.000	1402067845.05	06/06/14 17:17:25
54.788	4.000	9.000	0.000	1402067845.19	06/06/14 17:17:25
54.924	5.000	9.000	0.000	1402067845.32	06/06/14 17:17:25
55.064	6.000	9.000	0.000	1402067845.47	06/06/14 17:17:25
55.200	7.000	9.000	0.000	1402067845.6	06/06/14 17:17:25
55.336	8.000	9.000	0.000	1402067845.74	06/06/14 17:17:25
55.473	9.000	9.000	0.000	1402067845.88	06/06/14 17:17:25
55.611	10.000	9.000	0.000	1402067846.01	06/06/14 17:17:26
55.749	11.000	9.000	0.000	1402067846.15	06/06/14 17:17:26
55.885	12.000	9.000	0.000	1402067846.29	06/06/14 17:17:26
56.022	13.000	9.000	0.000	1402067846.42	06/06/14 17:17:26
56.160	14.000	9.000	0.000	1402067846.56	06/06/14 17:17:26
56.297	15.000	9.000	0.000	1402067846.67	06/06/14 17:17:26
56.376	15.000	9.000	0.000	1402067846.77	06/06/14 17:17:26
59.725	0.000	10.000	0.000	1402067850.12	06/06/14 17:17:30
59.863	1.000	10.000	0.000	1402067850.26	06/06/14 17:17:30
60.001	2.000	10.000	0.000	1402067850.4	06/06/14 17:17:30
60.137	3.000	10.000	0.000	1402067850.54	06/06/14 17:17:30
60.277	4.000	10.000	0.000	1402067850.68	06/06/14 17:17:30
60.415	5.000	10.000	0.000	1402067850.81	06/06/14 17:17:30
60.552	6.000	10.000	0.000	1402067850.95	06/06/14 17:17:30
60.690	7.000	10.000	0.000	1402067851.09	06/06/14 17:17:31
60.828	8.000	10.000	0.000	1402067851.23	06/06/14 17:17:31
60.966	9.000	10.000	0.000	1402067851.37	06/06/14 17:17:31
61.145	10.000	10.000	0.000	1402067851.51	06/06/14 17:17:31
61.242	11.000	10.000	0.000	1402067851.63	06/06/14 17:17:31
61.381	12.000	10.000	0.000	1402067851.77	06/06/14 17:17:31
61.519	13.000	10.000	0.000	1402067851.91	06/06/14 17:17:31
61.656	14.000	10.000	0.000	1402067852.05	06/06/14 17:17:32
61.793	15.000	10.000	0.000	1402067852.16	06/06/14 17:17:32
61.872	15.000	10.000	0.000	1402067852.26	06/06/14 17:17:32
65.281	0.000	11.000	0.000	1402067855.68	06/06/14 17:17:35
65.421	1.000	11.000	0.000	1402067855.81	06/06/14 17:17:35
65.558	2.000	11.000	0.000	1402067855.95	06/06/14 17:17:35
65.701	3.000	11.000	0.000	1402067856.09	06/06/14 17:17:36
65.839	4.000	11.000	0.000	1402067856.23	06/06/14 17:17:36
65.975	5.000	11.000	0.000	1402067856.36	06/06/14 17:17:36
66.111	6.000	11.000	0.000	1402067856.5	06/06/14 17:17:36
66.248	7.000	11.000	0.000	1402067856.64	06/06/14 17:17:36
66.386	8.000	11.000	0.000	1402067856.78	06/06/14 17:17:36
66.524	9.000	11.000	0.000	1402067856.92	06/06/14 17:17:36
66.662	10.000	11.000	0.000	1402067857.05	06/06/14 17:17:37
66.798	11.000	11.000	0.000	1402067857.19	06/06/14 17:17:37
66.937	12.000	11.000	0.000	1402067857.33	06/06/14 17:17:37
67.072	13.000	11.000	0.000	1402067857.46	06/06/14 17:17:37
67.210	14.000	11.000	0.000	1402067857.6	06/06/14 17:17:37
67.349	15.000	11.000	0.000	1402067857.72	06/06/14 17:17:37
67.416	15.000	11.000	0.000	1402067857.81	06/06/14 17:17:37
70.822	0.000	12.000	0.000	1402067861.21	06/06/14 17:17:41
70.959	1.000	12.000	0.000	1402067861.35	06/06/14 17:17:41
71.096	2.000	12.000	0.000	1402067861.49	06/06/14 17:17:41
71.235	3.000	12.000	0.000	1402067861.63	06/06/14 17:17:41
71.374	4.000	12.000	0.000	1402067861.76	06/06/14 17:17:41
71.511	5.000	12.000	0.000	1402067861.9	06/06/14 17:17:41
71.648	6.000	12.000	0.000	1402067862.05	06/06/14 17:17:42
71.701	7.000	12.000	0.000	1402067862.09	06/06/14 17:17:42
71.839	8.000	12.000	0.000	1402067862.23	06/06/14 17:17:42
71.977	9.000	12.000	0.000	1402067862.37	06/06/14 17:17:42
72.114	10.000	12.000	0.000	1402067862.51	06/06/14 17:17:42
72.251	11.000	12.000	0.000	1402067862.64	06/06/14 17:17:42
72.393	12.000	12.000	0.000	1402067862.78	06/06/14 17:17:42
72.530	13.000	12.000	0.000	1402067862.92	06/06/14 17:17:42
72.669	14.000	12.000	0.000	1402067863.06	06/06/14 17:17:43
72.808	15.000	12.000	0.000	1402067863.18	06/06/14 17:17:43
72.879	15.000	12.000	0.000	1402067863.27	06/06/14 17:17:43
76.236	0.000	13.000	0.000	1402067866.63	06/06/14 17:17:46
76.373	1.000	13.000	0.000	1402067866.77	06/06/14 17:17:46
76.515	2.000	13.000	0.000	1402067866.9	06/06/14 17:17:46
76.654	3.000	13.000	0.000	1402067867.04	06/06/14 17:17:47
76.790	4.000	13.000	0.000	1402067867.18	06/06/14 17:17:47
76.928	5.000	13.000	0.000	1402067867.32	06/06/14 17:17:47
77.064	6.000	13.000	0.000	1402067867.46	06/06/14 17:17:47
77.203	7.000	13.000	0.000	1402067867.6	06/06/14 17:17:47
77.344	8.000	13.000	0.000	1402067867.73	06/06/14 17:17:47
77.484	9.000	13.000	0.000	1402067867.88	06/06/14 17:17:47
77.622	10.000	13.000	0.000	1402067868.01	06/06/14 17:17:48
77.760	11.000	13.000	0.000	1402067868.15	06/06/14 17:17:48
77.901	12.000	13.000	0.000	1402067868.29	06/06/14 17:17:48
78.039	13.000	13.000	0.000	1402067868.43	06/06/14 17:17:48
78.180	14.000	13.000	0.000	1402067868.57	06/06/14 17:17:48
78.319	15.000	13.000	0.000	1402067868.69	06/06/14 17:17:48
78.382	15.000	13.000	0.000	1402067868.77	06/06/14 17:17:48
81.788	0.000	14.000	0.000	1402067872.18	06/06/14 17:17:52
81.925	1.000	14.000	0.000	1402067872.31	06/06/14 17:17:52
82.061	2.000	14.000	0.000	1402067872.45	06/06/14 17:17:52
82.198	3.000	14.000	0.000	1402067872.59	06/06/14 17:17:52
82.334	4.000	14.000	0.000	1402067872.73	06/06/14 17:17:52
82.473	5.000	14.000	0.000	1402067872.87	06/06/14 17:17:52
82.611	6.000	14.000	0.000	1402067873.0	06/06/14 17:17:53
82.747	7.000	14.000	0.000	1402067873.14	06/06/14 17:17:53
82.883	8.000	14.000	0.000	1402067873.27	06/06/14 17:17:53
83.022	9.000	14.000	0.000	1402067873.41	06/06/14 17:17:53
83.158	10.000	14.000	0.000	1402067873.55	06/06/14 17:17:53
83.297	11.000	14.000	0.000	1402067873.69	06/06/14 17:17:53
83.436	12.000	14.000	0.000	1402067873.83	06/06/14 17:17:53
83.574	13.000	14.000	0.000	1402067873.97	06/06/14 17:17:53
83.713	14.000	14.000	0.000	1402067874.1	06/06/14 17:17:54
83.851	15.000	14.000	0.000	1402067874.22	06/06/14 17:17:54
83.909	15.000	14.000	0.000	1402067874.3	06/06/14 17:17:54
87.268	0.000	15.000	0.000	1402067877.66	06/06/14 17:17:57
87.405	1.000	15.000	0.000	1402067877.8	06/06/14 17:17:57
87.544	2.000	15.000	0.000	1402067877.93	06/06/14 17:17:57
87.679	3.000	15.000	0.000	1402067878.07	06/06/14 17:17:58
87.817	4.000	15.000	0.000	1402067878.21	06/06/14 17:17:58
87.955	5.000	15.000	0.000	1402067878.35	06/06/14 17:17:58
88.093	6.000	15.000	0.000	1402067878.48	06/06/14 17:17:58
88.229	7.000	15.000	0.000	1402067878.62	06/06/14 17:17:58
88.366	8.000	15.000	0.000	1402067878.76	06/06/14 17:17:58
88.504	9.000	15.000	0.000	1402067878.89	06/06/14 17:17:58
88.643	10.000	15.000	0.000	1402067879.03	06/06/14 17:17:59
88.780	11.000	15.000	0.000	1402067879.17	06/06/14 17:17:59
88.920	12.000	15.000	0.000	1402067879.31	06/06/14 17:17:59
89.056	13.000	15.000	0.000	1402067879.45	06/06/14 17:17:59
89.193	14.000	15.000	0.000	1402067879.58	06/06/14 17:17:59
89.331	15.000	15.000	0.000	1402067879.7	06/06/14 17:17:59
89.410	15.000	15.000	0.000	1402067879.78	06/06/14 17:17:59
89.473	15.000	15.000	0.000	1402067879.86	06/06/14 17:17:59
96.045	0.000	0.000	1.000	1402067886.43	06/06/14 17:18:06
96.182	1.000	0.000	1.000	1402067886.57	06/06/14 17:18:06
96.319	2.000	0.000	1.000	1402067886.71	06/06/14 17:18:06
96.456	3.000	0.000	1.000	1402067886.85	06/06/14 17:18:06
96.594	4.000	0.000	1.000	1402067886.99	06/06/14 17:18:06
96.734	5.000	0.000	1.000	1402067887.13	06/06/14 17:18:07
96.873	6.000	0.000	1.000	1402067887.26	06/06/14 17:18:07
97.009	7.000	0.000	1.000	1402067887.4	06/06/14 17:18:07
97.147	8.000	0.000	1.000	1402067887.54	06/06/14 17:18:07
97.283	9.000	0.000	1.000	1402067887.67	06/06/14 17:18:07
97.419	10.000	0.000	1.000	1402067887.81	06/06/14 17:18:07
97.558	11.000	0.000	1.000	1402067887.95	06/06/14 17:18:07
97.694	12.000	0.000	1.000	1402067888.08	06/06/14 17:18:08
97.831	13.000	0.000	1.000	1402067888.23	06/06/14 17:18:08
97.973	14.000	0.000	1.000	1402067888.37	06/06/14 17:18:08
98.112	15.000	0.000	1.000	1402067888.48	06/06/14 17:18:08
98.197	15.000	0.000	1.000	1402067888.59	06/06/14 17:18:08
101.600	0.000	1.000	1.000	1402067891.99	06/06/14 17:18:11
101.737	1.000	1.000	1.000	1402067892.13	06/06/14 17:18:12
101.877	2.000	1.000	1.000	1402067892.27	06/06/14 17:18:12
102.014	3.000	1.000	1.000	1402067892.41	06/06/14 17:18:12
102.152	4.000	1.000	1.000	1402067892.54	06/06/14 17:18:12
102.288	5.000	1.000	1.000	1402067892.68	06/06/14 17:18:12
102.425	6.000	1.000	1.000	1402067892.82	06/06/14 17:18:12
102.562	7.000	1.000	1.000	1402067892.96	06/06/14 17:18:12
102.701	8.000	1.000	1.000	1402067893.09	06/06/14 17:18:13
102.836	9.000	1.000	1.000	1402067893.23	06/06/14 17:18:13
102.974	10.000	1.000	1.000	1402067893.37	06/06/14 17:18:13
103.111	11.000	1.000	1.000	1402067893.51	06/06/14 17:18:13
103.255	12.000	1.000	1.000	1402067893.65	06/06/14 17:18:13
103.393	13.000	1.000	1.000	1402067893.78	06/06/14 17:18:13
103.529	14.000	1.000	1.000	1402067893.92	06/06/14 17:18:13
103.667	15.000	1.000	1.000	1402067894.04	06/06/14 17:18:14
103.725	15.000	1.000	1.000	1402067894.12	06/06/14 17:18:14
107.075	0.000	2.000	1.000	1402067897.47	06/06/14 17:18:17
107.214	1.000	2.000	1.000	1402067897.6	06/06/14 17:18:17
107.352	2.000	2.000	1.000	1402067897.74	06/06/14 17:18:17
107.490	3.000	2.000	1.000	1402067897.88	06/06/14 17:18:17
107.629	4.000	2.000	1.000	1402067898.02	06/06/14 17:18:18
107.770	5.000	2.000	1.000	1402067898.16	06/06/14 17:18:18
107.906	6.000	2.000	1.000	1402067898.3	06/06/14 17:18:18
108.043	7.000	2.000	1.000	1402067898.43	06/06/14 17:18:18
108.181	8.000	2.000	1.000	1402067898.58	06/06/14 17:18:18
108.320	9.000	2.000	1.000	1402067898.71	06/06/14 17:18:18
108.458	10.000	2.000	1.000	1402067898.85	06/06/14 17:18:18
108.594	11.000	2.000	1.000	1402067898.98	06/06/14 17:18:18
108.732	12.000	2.000	1.000	1402067899.12	06/06/14 17:18:19
108.870	13.000	2.000	1.000	1402067899.26	06/06/14 17:18:19
109.007	14.000	2.000	1.000	1402067899.4	06/06/14 17:18:19
109.142	15.000	2.000	1.000	1402067899.51	06/06/14 17:18:19
109.211	15.000	2.000	1.000	1402067899.6	06/06/14 17:18:19
112.563	0.000	3.000	1.000	1402067902.95	06/06/14 17:18:22
112.702	1.000	3.000	1.000	1402067903.09	06/06/14 17:18:23
112.837	2.000	3.000	1.000	1402067903.23	06/06/14 17:18:23
112.976	3.000	3.000	1.000	1402067903.37	06/06/14 17:18:23
113.112	4.000	3.000	1.000	1402067903.5	06/06/14 17:18:23
113.249	5.000	3.000	1.000	1402067903.64	06/06/14 17:18:23
113.389	6.000	3.000	1.000	1402067903.78	06/06/14 17:18:23
113.526	7.000	3.000	1.000	1402067903.92	06/06/14 17:18:23
113.662	8.000	3.000	1.000	1402067904.05	06/06/14 17:18:24
113.800	9.000	3.000	1.000	1402067904.19	06/06/14 17:18:24
113.939	10.000	3.000	1.000	1402067904.33	06/06/14 17:18:24
114.075	11.000	3.000	1.000	1402067904.47	06/06/14 17:18:24
114.216	12.000	3.000	1.000	1402067904.61	06/06/14 17:18:24
114.355	13.000	3.000	1.000	1402067904.75	06/06/14 17:18:24
114.493	14.000	3.000	1.000	1402067904.88	06/06/14 17:18:24
114.630	15.000	3.000	1.000	1402067905.0	06/06/14 17:18:25
114.740	15.000	3.000	1.000	1402067905.13	06/06/14 17:18:25
118.154	0.000	4.000	1.000	1402067908.55	06/06/14 17:18:28
118.295	1.000	4.000	1.000	1402067908.68	06/06/14 17:18:28
118.432	2.000	4.000	1.000	1402067908.82	06/06/14 17:18:28
118.571	3.000	4.000	1.000	1402067908.96	06/06/14 17:18:28
118.708	4.000	4.000	1.000	1402067909.1	06/06/14 17:18:29
118.846	5.000	4.000	1.000	1402067909.24	06/06/14 17:18:29
118.983	6.000	4.000	1.000	1402067909.37	06/06/14 17:18:29
119.121	7.000	4.000	1.000	1402067909.51	06/06/14 17:18:29
119.260	8.000	4.000	1.000	1402067909.65	06/06/14 17:18:29
119.397	9.000	4.000	1.000	1402067909.79	06/06/14 17:18:29
119.532	10.000	4.000	1.000	1402067909.92	06/06/14 17:18:29
119.676	11.000	4.000	1.000	1402067910.07	06/06/14 17:18:30
119.812	12.000	4.000	1.000	1402067910.2	06/06/14 17:18:30
119.948	13.000	4.000	1.000	1402067910.34	06/06/14 17:18:30
120.084	14.000	4.000	1.000	1402067910.48	06/06/14 17:18:30
120.224	15.000	4.000	1.000	1402067910.59	06/06/14 17:18:30
120.333	15.000	4.000	1.000	1402067910.73	06/06/14 17:18:30
123.731	0.000	5.000	1.000	1402067914.12	06/06/14 17:18:34
123.870	1.000	5.000	1.000	1402067914.26	06/06/14 17:18:34
124.007	2.000	5.000	1.000	1402067914.4	06/06/14 17:18:34
124.143	3.000	5.000	1.000	1402067914.53	06/06/14 17:18:34
124.282	4.000	5.000	1.000	1402067914.67	06/06/14 17:18:34
124.421	5.000	5.000	1.000	1402067914.81	06/06/14 17:18:34
124.557	6.000	5.000	1.000	1402067914.95	06/06/14 17:18:34
124.694	7.000	5.000	1.000	1402067915.09	06/06/14 17:18:35
124.832	8.000	5.000	1.000	1402067915.22	06/06/14 17:18:35
124.970	9.000	5.000	1.000	1402067915.36	06/06/14 17:18:35
125.107	10.000	5.000	1.000	1402067915.5	06/06/14 17:18:35
125.245	11.000	5.000	1.000	1402067915.64	06/06/14 17:18:35
125.383	12.000	5.000	1.000	1402067915.77	06/06/14 17:18:35
125.520	13.000	5.000	1.000	1402067915.91	06/06/14 17:18:35
125.657	14.000	5.000	1.000	1402067916.05	06/06/14 17:18:36
125.794	15.000	5.000	1.000	1402067916.16	06/06/14 17:18:36
125.855	15.000	5.000	1.000	1402067916.25	06/06/14 17:18:36
129.264	0.000	6.000	1.000	1402067919.65	06/06/14 17:18:39
129.400	1.000	6.000	1.000	1402067919.79	06/06/14 17:18:39
129.537	2.000	6.000	1.000	1402067919.93	06/06/14 17:18:39
129.674	3.000	6.000	1.000	1402067920.06	06/06/14 17:18:40
129.810	4.000	6.000	1.000	1402067920.2	06/06/14 17:18:40
129.951	5.000	6.000	1.000	1402067920.34	06/06/14 17:18:40
130.089	6.000	6.000	1.000	1402067920.48	06/06/14 17:18:40
130.229	7.000	6.000	1.000	1402067920.62	06/06/14 17:18:40
130.365	8.000	6.000	1.000	1402067920.76	06/06/14 17:18:40
130.502	9.000	6.000	1.000	1402067920.89	06/06/14 17:18:40
130.639	10.000	6.000	1.000	1402067921.03	06/06/14 17:18:41
130.775	11.000	6.000	1.000	1402067921.17	06/06/14 17:18:41
130.913	12.000	6.000	1.000	1402067921.3	06/06/14 17:18:41
131.050	13.000	6.000	1.000	1402067921.44	06/06/14 17:18:41
131.186	14.000	6.000	1.000	1402067921.58	06/06/14 17:18:41
131.323	15.000	6.000	1.000	1402067921.69	06/06/14 17:18:41
131.417	15.000	6.000	1.000	1402067921.81	06/06/14 17:18:41
134.774	0.000	7.000	1.000	1402067925.18	06/06/14 17:18:45
134.915	1.000	7.000	1.000	1402067925.33	06/06/14 17:18:45
