############################ Log - Start ############################
# Log initialized at: 06/12/14 15:05:07
# motor device
Time	motor/omsvme58_exp/39	Timestamp	Datetime
3.394	0.000	1402578310.96	06/12/14 15:05:10
3.753	1.000	1402578311.32	06/12/14 15:05:11
4.111	2.000	1402578311.68	06/12/14 15:05:11
4.468	3.000	1402578312.04	06/12/14 15:05:12
4.826	4.000	1402578312.39	06/12/14 15:05:12
5.183	5.000	1402578312.75	06/12/14 15:05:12
5.542	6.000	1402578313.11	06/12/14 15:05:13
5.902	7.000	1402578313.47	06/12/14 15:05:13
6.268	8.000	1402578313.84	06/12/14 15:05:13
6.624	9.000	1402578314.19	06/12/14 15:05:14
6.982	10.000	1402578314.55	06/12/14 15:05:14
7.337	11.000	1402578314.91	06/12/14 15:05:14
7.698	12.000	1402578315.26	06/12/14 15:05:15
8.052	13.000	1402578315.62	06/12/14 15:05:15
8.409	14.000	1402578315.98	06/12/14 15:05:15
8.768	15.000	1402578316.32	06/12/14 15:05:16

# Log finished at: 06/12/14 15:05:16
############################# Log - End #############################
