############################ Log - Start ############################
# Log initialized at: 06/06/14 16:52:51
# motor device
Time	motor/omsvme58_exp/39	Timestamp	Datetime
3.390	0.000	1402066375.17	06/06/14 16:52:55
3.743	0.000	1402066375.52	06/06/14 16:52:55
4.097	0.000	1402066375.88	06/06/14 16:52:55
4.451	0.000	1402066376.23	06/06/14 16:52:56
4.804	0.000	1402066376.59	06/06/14 16:52:56
5.160	0.000	1402066376.94	06/06/14 16:52:56
5.514	0.000	1402066377.3	06/06/14 16:52:57
5.869	0.000	1402066377.65	06/06/14 16:52:57
6.224	0.000	1402066378.0	06/06/14 16:52:58
6.583	0.000	1402066378.36	06/06/14 16:52:58
6.935	0.000	1402066378.72	06/06/14 16:52:58
7.288	0.000	1402066379.07	06/06/14 16:52:59
7.640	0.000	1402066379.42	06/06/14 16:52:59
7.993	0.000	1402066379.77	06/06/14 16:52:59
8.345	0.000	1402066380.13	06/06/14 16:53:00
8.610	0.000	1402066380.39	06/06/14 16:53:00

# Log finished at: 06/06/14 16:53:00
############################# Log - End #############################
