############################ Log - Start ############################
# Log initialized at: 06/12/14 15:29:04
# motor device
Time	motor/omsvme58_exp/39	Timestamp	Datetime
3.388	0.000	1402579747.99	06/12/14 15:29:07
3.745	1.000	1402579748.34	06/12/14 15:29:08
4.103	2.000	1402579748.68	06/12/14 15:29:08
4.460	3.000	1402579749.06	06/12/14 15:29:09
4.817	4.000	1402579749.4	06/12/14 15:29:09
5.175	5.000	1402579749.78	06/12/14 15:29:09
5.535	6.000	1402579750.14	06/12/14 15:29:10
5.893	7.000	1402579750.49	06/12/14 15:29:10
6.260	8.000	1402579750.84	06/12/14 15:29:10
6.617	9.000	1402579751.2	06/12/14 15:29:11
6.976	10.000	1402579751.55	06/12/14 15:29:11
7.331	11.000	1402579751.91	06/12/14 15:29:11
7.688	12.000	1402579752.27	06/12/14 15:29:12
8.046	13.000	1402579752.62	06/12/14 15:29:12
8.407	14.000	1402579752.99	06/12/14 15:29:12
8.775	15.000	1402579753.33	06/12/14 15:29:13

# Log finished at: 06/12/14 15:29:13
############################# Log - End #############################
