############################ Log - Start ############################
# Log initialized at: 06/11/14 09:16:35
# motor device
Time	motor/omsvme58_exp/39	Timestamp	Datetime
3.385	0.000	1402470998.52	06/11/14 09:16:38
3.736	1.000	1402470998.87	06/11/14 09:16:38
4.087	2.000	1402470999.22	06/11/14 09:16:39
4.438	3.000	1402470999.57	06/11/14 09:16:39
4.787	4.000	1402470999.92	06/11/14 09:16:39
5.138	5.000	1402471000.27	06/11/14 09:16:40
5.489	6.000	1402471000.63	06/11/14 09:16:40
5.840	7.000	1402471000.98	06/11/14 09:16:40
6.193	8.000	1402471001.33	06/11/14 09:16:41
6.544	9.000	1402471001.68	06/11/14 09:16:41
6.895	10.000	1402471002.03	06/11/14 09:16:42
7.246	11.000	1402471002.38	06/11/14 09:16:42
7.596	12.000	1402471002.73	06/11/14 09:16:42
7.948	13.000	1402471003.08	06/11/14 09:16:43
8.298	14.000	1402471003.42	06/11/14 09:16:43
8.651	15.000	1402471003.77	06/11/14 09:16:43

# Log finished at: 06/11/14 09:16:43
############################# Log - End #############################
