############################ Log - Start ############################
# Log initialized at: 06/06/14 17:08:23
# motor device
Time	motor/omsvme58_exp/39	Timestamp	Datetime
3.409	0.000	1402067307.12	06/06/14 17:08:27
3.764	1.000	1402067307.48	06/06/14 17:08:27
4.120	2.000	1402067307.83	06/06/14 17:08:27
4.484	3.000	1402067308.2	06/06/14 17:08:28
4.842	4.000	1402067308.55	06/06/14 17:08:28
5.197	5.000	1402067308.91	06/06/14 17:08:28
5.561	6.000	1402067309.28	06/06/14 17:08:29
5.931	7.000	1402067309.64	06/06/14 17:08:29
6.283	8.000	1402067309.99	06/06/14 17:08:29
6.636	9.000	1402067310.35	06/06/14 17:08:30
6.999	10.000	1402067310.71	06/06/14 17:08:30
7.351	11.000	1402067311.04	06/06/14 17:08:31
7.712	12.000	1402067311.42	06/06/14 17:08:31
8.065	13.000	1402067311.78	06/06/14 17:08:31
8.417	14.000	1402067312.13	06/06/14 17:08:32
8.782	15.000	1402067312.47	06/06/14 17:08:32

# Log finished at: 06/06/14 17:08:32
############################# Log - End #############################
