############################ Log - Start ############################
# Log initialized at: 06/13/14 10:50:45
# motor device
Time	motor/omsvme58_exp/39	Timestamp	Datetime
3.391	0.000	1402649448.76	06/13/14 10:50:48
3.746	1.000	1402649449.11	06/13/14 10:50:49
4.124	2.000	1402649449.49	06/13/14 10:50:49
4.484	3.000	1402649449.85	06/13/14 10:50:49
4.839	4.000	1402649450.21	06/13/14 10:50:50
5.196	5.000	1402649450.56	06/13/14 10:50:50
5.565	6.000	1402649450.93	06/13/14 10:50:50
5.934	7.000	1402649451.3	06/13/14 10:50:51
6.293	8.000	1402649451.66	06/13/14 10:50:51
6.650	9.000	1402649452.02	06/13/14 10:50:52
7.008	10.000	1402649452.37	06/13/14 10:50:52
7.376	11.000	1402649452.74	06/13/14 10:50:52
7.733	12.000	1402649453.1	06/13/14 10:50:53
8.089	13.000	1402649453.46	06/13/14 10:50:53
8.446	14.000	1402649453.81	06/13/14 10:50:53
8.837	15.000	1402649454.18	06/13/14 10:50:54

# Log finished at: 06/13/14 10:50:54
############################# Log - End #############################
