############################ Log - Start ############################
# Log initialized at: 06/12/14 15:28:42
# motor device
Time	motor/omsvme58_exp/39	Timestamp	Datetime
3.390	0.000	1402579725.85	06/12/14 15:28:45
3.747	1.000	1402579726.2	06/12/14 15:28:46
4.103	2.000	1402579726.54	06/12/14 15:28:46
4.459	3.000	1402579726.9	06/12/14 15:28:46
4.815	4.000	1402579727.25	06/12/14 15:28:47
5.179	5.000	1402579727.64	06/12/14 15:28:47
5.536	6.000	1402579727.99	06/12/14 15:28:47
5.893	7.000	1402579728.35	06/12/14 15:28:48
6.250	8.000	1402579728.69	06/12/14 15:28:48
6.605	9.000	1402579729.06	06/12/14 15:28:49
6.961	10.000	1402579729.42	06/12/14 15:28:49
7.319	11.000	1402579729.78	06/12/14 15:28:49
7.589	12.000	1402579730.03	06/12/14 15:28:50
7.947	13.000	1402579730.41	06/12/14 15:28:50
8.304	14.000	1402579730.76	06/12/14 15:28:50
8.661	15.000	1402579731.08	06/12/14 15:28:51

# Log finished at: 06/12/14 15:28:51
############################# Log - End #############################
