############################ Log - Start ############################
# Log initialized at: 06/06/14 17:57:52
# motor device
Time	motor/omsvme58_exp/39	Timestamp	Datetime
3.339	0.000	1402070275.47	06/06/14 17:57:55
3.696	1.000	1402070275.82	06/06/14 17:57:55
4.052	2.000	1402070276.18	06/06/14 17:57:56
4.406	3.000	1402070276.53	06/06/14 17:57:56
4.763	4.000	1402070276.89	06/06/14 17:57:56
5.130	5.000	1402070277.26	06/06/14 17:57:57
5.486	6.000	1402070277.61	06/06/14 17:57:57
5.843	7.000	1402070277.97	06/06/14 17:57:57
6.197	8.000	1402070278.32	06/06/14 17:57:58
6.552	9.000	1402070278.68	06/06/14 17:57:58
6.918	10.000	1402070279.04	06/06/14 17:57:59
7.272	11.000	1402070279.4	06/06/14 17:57:59
7.627	12.000	1402070279.75	06/06/14 17:57:59
7.982	13.000	1402070280.11	06/06/14 17:58:00
8.335	14.000	1402070280.46	06/06/14 17:58:00
8.691	15.000	1402070280.8	06/06/14 17:58:00

# Log finished at: 06/06/14 17:58:00
############################# Log - End #############################
