############################ Log - Start ############################
# Log initialized at: 06/12/14 15:03:03
# motor device
Time	motor/omsvme58_exp/39	Timestamp	Datetime
3.391	0.000	1402578186.82	06/12/14 15:03:06
3.747	1.000	1402578187.17	06/12/14 15:03:07
4.105	2.000	1402578187.53	06/12/14 15:03:07
4.466	3.000	1402578187.89	06/12/14 15:03:07
4.823	4.000	1402578188.25	06/12/14 15:03:08
5.185	5.000	1402578188.61	06/12/14 15:03:08
5.541	6.000	1402578188.97	06/12/14 15:03:08
5.897	7.000	1402578189.32	06/12/14 15:03:09
6.267	8.000	1402578189.7	06/12/14 15:03:09
6.628	9.000	1402578190.05	06/12/14 15:03:10
6.985	10.000	1402578190.41	06/12/14 15:03:10
7.343	11.000	1402578190.77	06/12/14 15:03:10
7.700	12.000	1402578191.13	06/12/14 15:03:11
8.058	13.000	1402578191.48	06/12/14 15:03:11
8.415	14.000	1402578191.84	06/12/14 15:03:11
8.772	15.000	1402578192.18	06/12/14 15:03:12

# Log finished at: 06/12/14 15:03:12
############################# Log - End #############################
