############################ Log - Start ############################
# Log initialized at: 06/10/14 14:30:36
# motor device
Time	motor/omsvme58_exp/39	Timestamp	Datetime
3.337	0.000	1402403439.65	06/10/14 14:30:39
3.687	1.000	1402403440.0	06/10/14 14:30:39
4.037	2.000	1402403440.35	06/10/14 14:30:40
4.387	3.000	1402403440.7	06/10/14 14:30:40
4.737	4.000	1402403441.05	06/10/14 14:30:41
5.091	5.000	1402403441.4	06/10/14 14:30:41
5.441	6.000	1402403441.75	06/10/14 14:30:41
5.789	7.000	1402403442.1	06/10/14 14:30:42
6.139	8.000	1402403442.45	06/10/14 14:30:42
6.488	9.000	1402403442.8	06/10/14 14:30:42
6.839	10.000	1402403443.15	06/10/14 14:30:43
7.188	11.000	1402403443.5	06/10/14 14:30:43
7.539	12.000	1402403443.85	06/10/14 14:30:43
7.888	13.000	1402403444.2	06/10/14 14:30:44
8.240	14.000	1402403444.55	06/10/14 14:30:44
8.590	15.000	1402403444.88	06/10/14 14:30:44

# Log finished at: 06/10/14 14:30:44
############################# Log - End #############################
