############################ Log - Start ############################
# Log initialized at: 06/10/14 14:58:01
# motor device
Time	motor/omsvme58_exp/39	Timestamp	Datetime
3.335	0.000	1402405084.98	06/10/14 14:58:04
3.685	1.000	1402405085.33	06/10/14 14:58:05
4.035	2.000	1402405085.68	06/10/14 14:58:05
4.385	3.000	1402405086.03	06/10/14 14:58:06
4.735	4.000	1402405086.38	06/10/14 14:58:06
5.091	5.000	1402405086.74	06/10/14 14:58:06
5.441	6.000	1402405087.09	06/10/14 14:58:07
5.790	7.000	1402405087.44	06/10/14 14:58:07
6.140	8.000	1402405087.79	06/10/14 14:58:07
6.489	9.000	1402405088.14	06/10/14 14:58:08
6.839	10.000	1402405088.49	06/10/14 14:58:08
7.189	11.000	1402405088.84	06/10/14 14:58:08
7.539	12.000	1402405089.19	06/10/14 14:58:09
7.888	13.000	1402405089.53	06/10/14 14:58:09
8.238	14.000	1402405089.89	06/10/14 14:58:09
8.588	15.000	1402405090.22	06/10/14 14:58:10

# Log finished at: 06/10/14 14:58:10
############################# Log - End #############################
