############################ Log - Start ############################
# Log initialized at: 06/12/14 15:14:56
# motor device
Time	motor/omsvme58_exp/39	Timestamp	Datetime
3.343	0.000	1402578900.36	06/12/14 15:15:00
3.699	1.000	1402578900.72	06/12/14 15:15:00
4.056	2.000	1402578901.07	06/12/14 15:15:01
4.412	3.000	1402578901.43	06/12/14 15:15:01
4.768	4.000	1402578901.78	06/12/14 15:15:01
5.124	5.000	1402578902.14	06/12/14 15:15:02
5.484	6.000	1402578902.5	06/12/14 15:15:02
5.841	7.000	1402578902.86	06/12/14 15:15:02
6.200	8.000	1402578903.22	06/12/14 15:15:03
6.556	9.000	1402578903.57	06/12/14 15:15:03
6.914	10.000	1402578903.93	06/12/14 15:15:03
7.273	11.000	1402578904.29	06/12/14 15:15:04
7.629	12.000	1402578904.65	06/12/14 15:15:04
7.985	13.000	1402578905.0	06/12/14 15:15:05
8.343	14.000	1402578905.36	06/12/14 15:15:05
8.703	15.000	1402578905.7	06/12/14 15:15:05

# Log finished at: 06/12/14 15:15:05
############################# Log - End #############################
