############################ Log - Start ############################
# Log initialized at: 06/11/14 14:49:41
# motor device
Time	motor/omsvme58_exp/39	Timestamp	Datetime
3.333	0.000	1402490984.77	06/11/14 14:49:44
3.684	1.000	1402490985.12	06/11/14 14:49:45
4.034	2.000	1402490985.48	06/11/14 14:49:45
4.385	3.000	1402490985.83	06/11/14 14:49:45
4.736	4.000	1402490986.18	06/11/14 14:49:46
5.088	5.000	1402490986.53	06/11/14 14:49:46
5.437	6.000	1402490986.87	06/11/14 14:49:46
5.788	7.000	1402490987.23	06/11/14 14:49:47
6.139	8.000	1402490987.58	06/11/14 14:49:47
6.491	9.000	1402490987.93	06/11/14 14:49:47
6.842	10.000	1402490988.29	06/11/14 14:49:48
7.194	11.000	1402490988.64	06/11/14 14:49:48
7.543	12.000	1402490988.99	06/11/14 14:49:48
7.893	13.000	1402490989.34	06/11/14 14:49:49
8.243	14.000	1402490989.69	06/11/14 14:49:49
8.596	15.000	1402490990.01	06/11/14 14:49:50

# Log finished at: 06/11/14 14:49:50
############################# Log - End #############################
