############################ Log - Start ############################
# Log initialized at: 06/10/14 15:04:30
# motor device
Time	motor/omsvme58_exp/39	Timestamp	Datetime
3.336	0.000	1402405474.04	06/10/14 15:04:34
3.686	1.000	1402405474.39	06/10/14 15:04:34
4.035	2.000	1402405474.73	06/10/14 15:04:34
4.388	3.000	1402405475.09	06/10/14 15:04:35
4.736	4.000	1402405475.44	06/10/14 15:04:35
5.088	5.000	1402405475.79	06/10/14 15:04:35
5.439	6.000	1402405476.14	06/10/14 15:04:36
5.789	7.000	1402405476.49	06/10/14 15:04:36
6.140	8.000	1402405476.84	06/10/14 15:04:36
6.491	9.000	1402405477.19	06/10/14 15:04:37
6.842	10.000	1402405477.54	06/10/14 15:04:37
7.192	11.000	1402405477.89	06/10/14 15:04:37
7.543	12.000	1402405478.24	06/10/14 15:04:38
7.894	13.000	1402405478.6	06/10/14 15:04:38
8.247	14.000	1402405478.95	06/10/14 15:04:38
8.606	15.000	1402405479.29	06/10/14 15:04:39

# Log finished at: 06/10/14 15:04:39
############################# Log - End #############################
