############################ Log - Start ############################
# Log initialized at: 06/13/14 10:51:59
# motor device
Time	motor/omsvme58_exp/39	Timestamp	Datetime
3.418	0.000	1402649522.64	06/13/14 10:52:02
3.773	1.000	1402649523.0	06/13/14 10:52:03
4.133	2.000	1402649523.36	06/13/14 10:52:03
4.490	3.000	1402649523.72	06/13/14 10:52:03
4.857	4.000	1402649524.08	06/13/14 10:52:04
5.212	5.000	1402649524.44	06/13/14 10:52:04
5.578	6.000	1402649524.81	06/13/14 10:52:04
5.945	7.000	1402649525.17	06/13/14 10:52:05
6.303	8.000	1402649525.53	06/13/14 10:52:05
6.669	9.000	1402649525.9	06/13/14 10:52:05
7.026	10.000	1402649526.25	06/13/14 10:52:06
7.384	11.000	1402649526.61	06/13/14 10:52:06
7.751	12.000	1402649526.96	06/13/14 10:52:06
8.120	13.000	1402649527.35	06/13/14 10:52:07
8.475	14.000	1402649527.7	06/13/14 10:52:07
8.835	15.000	1402649528.04	06/13/14 10:52:08

# Log finished at: 06/13/14 10:52:08
############################# Log - End #############################
