############################ Log - Start ############################
# Log initialized at: 06/13/14 10:50:17
# motor device
Time	motor/omsvme58_exp/39	Timestamp	Datetime
3.385	0.000	1402649421.18	06/13/14 10:50:21
3.742	1.000	1402649421.53	06/13/14 10:50:21
4.100	2.000	1402649421.89	06/13/14 10:50:21
4.456	3.000	1402649422.25	06/13/14 10:50:22
4.817	4.000	1402649422.61	06/13/14 10:50:22
5.185	5.000	1402649422.98	06/13/14 10:50:22
5.543	6.000	1402649423.33	06/13/14 10:50:23
5.899	7.000	1402649423.69	06/13/14 10:50:23
6.255	8.000	1402649424.05	06/13/14 10:50:24
6.635	9.000	1402649424.43	06/13/14 10:50:24
6.993	10.000	1402649424.78	06/13/14 10:50:24
7.348	11.000	1402649425.14	06/13/14 10:50:25
7.718	12.000	1402649425.51	06/13/14 10:50:25
8.086	13.000	1402649425.88	06/13/14 10:50:25
8.444	14.000	1402649426.23	06/13/14 10:50:26
8.801	15.000	1402649426.57	06/13/14 10:50:26

# Log finished at: 06/13/14 10:50:26
############################# Log - End #############################
