############################ Log - Start ############################
# Log initialized at: 06/10/14 17:53:47
# motor device
Time	motor/omsvme58_exp/39	Timestamp	Datetime
3.335	0.000	1402415630.7	06/10/14 17:53:50
3.686	1.000	1402415631.05	06/10/14 17:53:51
4.040	2.000	1402415631.4	06/10/14 17:53:51
4.391	3.000	1402415631.75	06/10/14 17:53:51
4.743	4.000	1402415632.1	06/10/14 17:53:52
5.094	5.000	1402415632.44	06/10/14 17:53:52
5.447	6.000	1402415632.81	06/10/14 17:53:52
5.799	7.000	1402415633.16	06/10/14 17:53:53
6.150	8.000	1402415633.51	06/10/14 17:53:53
6.501	9.000	1402415633.86	06/10/14 17:53:53
6.852	10.000	1402415634.21	06/10/14 17:53:54
7.203	11.000	1402415634.57	06/10/14 17:53:54
7.554	12.000	1402415634.92	06/10/14 17:53:54
7.905	13.000	1402415635.27	06/10/14 17:53:55
8.256	14.000	1402415635.62	06/10/14 17:53:55
8.609	15.000	1402415635.95	06/10/14 17:53:55

# Log finished at: 06/10/14 17:53:56
############################# Log - End #############################
