############################ Log - Start ############################
# Log initialized at: 06/10/14 16:29:07
# motor device
Time	motor/omsvme58_exp/39	Timestamp	Datetime
3.334	0.000	1402410550.54	06/10/14 16:29:10
3.683	1.000	1402410550.89	06/10/14 16:29:10
4.036	2.000	1402410551.24	06/10/14 16:29:11
4.386	3.000	1402410551.59	06/10/14 16:29:11
4.736	4.000	1402410551.94	06/10/14 16:29:11
5.087	5.000	1402410552.29	06/10/14 16:29:12
5.438	6.000	1402410552.64	06/10/14 16:29:12
5.788	7.000	1402410552.99	06/10/14 16:29:12
6.137	8.000	1402410553.34	06/10/14 16:29:13
6.486	9.000	1402410553.69	06/10/14 16:29:13
6.836	10.000	1402410554.04	06/10/14 16:29:14
7.185	11.000	1402410554.39	06/10/14 16:29:14
7.534	12.000	1402410554.74	06/10/14 16:29:14
7.883	13.000	1402410555.09	06/10/14 16:29:15
8.233	14.000	1402410555.44	06/10/14 16:29:15
8.584	15.000	1402410555.77	06/10/14 16:29:15

# Log finished at: 06/10/14 16:29:15
############################# Log - End #############################
