############################ Log - Start ############################
# Log initialized at: 06/13/14 10:51:08
# motor device
Time	motor/omsvme58_exp/39	Timestamp	Datetime
3.396	0.000	1402649472.1	06/13/14 10:51:12
3.752	1.000	1402649472.46	06/13/14 10:51:12
4.109	2.000	1402649472.81	06/13/14 10:51:12
4.476	3.000	1402649473.18	06/13/14 10:51:13
4.847	4.000	1402649473.55	06/13/14 10:51:13
5.204	5.000	1402649473.91	06/13/14 10:51:13
5.562	6.000	1402649474.26	06/13/14 10:51:14
5.928	7.000	1402649474.63	06/13/14 10:51:14
6.286	8.000	1402649474.99	06/13/14 10:51:14
6.642	9.000	1402649475.34	06/13/14 10:51:15
6.999	10.000	1402649475.7	06/13/14 10:51:15
7.357	11.000	1402649476.06	06/13/14 10:51:16
7.724	12.000	1402649476.43	06/13/14 10:51:16
8.079	13.000	1402649476.79	06/13/14 10:51:16
8.438	14.000	1402649477.14	06/13/14 10:51:17
8.796	15.000	1402649477.48	06/13/14 10:51:17

# Log finished at: 06/13/14 10:51:17
############################# Log - End #############################
