############################ Log - Start ############################
# Log initialized at: 06/10/14 14:02:20
# motor device
Time	motor/omsvme58_exp/39	Timestamp	Datetime
3.336	0.000	1402401744.38	06/10/14 14:02:24
3.690	1.000	1402401744.73	06/10/14 14:02:24
4.042	2.000	1402401745.09	06/10/14 14:02:25
4.395	3.000	1402401745.44	06/10/14 14:02:25
4.749	4.000	1402401745.79	06/10/14 14:02:25
5.102	5.000	1402401746.15	06/10/14 14:02:26
5.359	6.000	1402401746.4	06/10/14 14:02:26
5.713	7.000	1402401746.76	06/10/14 14:02:26
6.059	8.000	1402401747.1	06/10/14 14:02:27
6.404	9.000	1402401747.45	06/10/14 14:02:27
6.758	10.000	1402401747.81	06/10/14 14:02:27
7.115	11.000	1402401748.16	06/10/14 14:02:28
7.470	12.000	1402401748.51	06/10/14 14:02:28
7.824	13.000	1402401748.87	06/10/14 14:02:28
8.177	14.000	1402401749.22	06/10/14 14:02:29
8.530	15.000	1402401749.56	06/10/14 14:02:29

# Log finished at: 06/10/14 14:02:29
############################# Log - End #############################
