############################ Log - Start ############################
# Log initialized at: 06/12/14 15:09:21
# motor device
Time	motor/omsvme58_exp/39	Timestamp	Datetime
3.346	0.000	1402578564.84	06/12/14 15:09:24
3.704	1.000	1402578565.2	06/12/14 15:09:25
4.061	2.000	1402578565.55	06/12/14 15:09:25
4.419	3.000	1402578565.91	06/12/14 15:09:25
4.776	4.000	1402578566.27	06/12/14 15:09:26
5.133	5.000	1402578566.63	06/12/14 15:09:26
5.490	6.000	1402578566.98	06/12/14 15:09:26
5.848	7.000	1402578567.34	06/12/14 15:09:27
6.215	8.000	1402578567.71	06/12/14 15:09:27
6.573	9.000	1402578568.07	06/12/14 15:09:28
6.930	10.000	1402578568.42	06/12/14 15:09:28
7.290	11.000	1402578568.78	06/12/14 15:09:28
7.647	12.000	1402578569.15	06/12/14 15:09:29
8.006	13.000	1402578569.5	06/12/14 15:09:29
8.364	14.000	1402578569.86	06/12/14 15:09:29
8.722	15.000	1402578570.2	06/12/14 15:09:30

# Log finished at: 06/12/14 15:09:30
############################# Log - End #############################
