############################ Log - Start ############################
# Log initialized at: 06/10/14 14:56:51
# motor device
Time	motor/omsvme58_exp/39	Timestamp	Datetime
3.339	0.000	1402405014.87	06/10/14 14:56:54
3.690	1.000	1402405015.22	06/10/14 14:56:55
4.040	2.000	1402405015.57	06/10/14 14:56:55
4.391	3.000	1402405015.92	06/10/14 14:56:55
4.742	4.000	1402405016.27	06/10/14 14:56:56
5.097	5.000	1402405016.63	06/10/14 14:56:56
5.448	6.000	1402405016.98	06/10/14 14:56:56
5.796	7.000	1402405017.33	06/10/14 14:56:57
6.146	8.000	1402405017.68	06/10/14 14:56:57
6.497	9.000	1402405018.03	06/10/14 14:56:58
6.847	10.000	1402405018.38	06/10/14 14:56:58
7.197	11.000	1402405018.73	06/10/14 14:56:58
7.549	12.000	1402405019.08	06/10/14 14:56:59
7.901	13.000	1402405019.43	06/10/14 14:56:59
8.250	14.000	1402405019.78	06/10/14 14:56:59
8.513	15.000	1402405020.03	06/10/14 14:57:00

# Log finished at: 06/10/14 14:57:00
############################# Log - End #############################
